"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.788405930E1,-9.894321561E-1,1.242413330E1,7.971688747E0
1.788615652E1,-1.013360381E0,1.234816170E1,7.934599876E0
1.788825478E1,-1.061815023E0,1.222852039E1,7.945367813E0
1.789034960E1,-1.109671474E0,1.213340569E1,8.022536278E0
1.789246121E1,-1.171286702E0,1.204726410E1,8.143373489E0
1.789456076E1,-1.271785259E0,1.197129154E1,8.254041672E0
1.789666337E1,-1.366899967E0,1.191446209E1,8.355138779E0
1.789876259E1,-1.481755376E0,1.186720371E1,8.461619377E0
1.790086763E1,-1.581655741E0,1.180977631E1,8.601000786E0
1.790296309E1,-1.695913076E0,1.172901821E1,8.735597610E0
1.790506302E1,-1.805982947E0,1.163868904E1,8.846863747E0
1.790716253E1,-1.911267042E0,1.156271744E1,8.919246674E0
1.790926529E1,-2.040479422E0,1.148674488E1,8.963513374E0
1.791136523E1,-2.150549412E0,1.143470097E1,8.992825508E0
1.791346581E1,-2.246262312E0,1.139641571E1,9.002995491E0
1.791556543E1,-2.308475733E0,1.134437180E1,9.008378983E0
1.791766612E1,-2.380858421E0,1.128694439E1,8.971290588E0
1.791976670E1,-2.434098721E0,1.120618629E1,8.871390343E0
1.792186746E1,-2.458625317E0,1.113440228E1,8.781659126E0
1.792396850E1,-2.502892494E0,1.102971554E1,8.644071579E0
1.792606949E1,-2.536990166E0,1.093400288E1,8.516056061E0
1.792816907E1,-2.566900492E0,1.084845924E1,8.363512993E0
1.793026981E1,-2.586641312E0,1.075753212E1,8.192426682E0
1.793236732E1,-2.621337175E0,1.067198944E1,8.045268059E0
1.793446089E1,-2.674577475E0,1.059063339E1,7.893323898E0
1.793657146E1,-2.723630428E0,1.049073315E1,7.741379261E0
1.793867211E1,-2.786442041E0,1.039083195E1,7.642077446E0
1.794077502E1,-2.859423161E0,1.027178955E1,7.547560692E0
1.794287709E1,-2.941377163E0,1.016650486E1,7.462615490E0
1.794498714E1,-3.042474031E0,1.007139015E1,7.377670288E0
1.794707424E1,-3.148356438E0,9.942776680E0,7.288537979E0
1.794917507E1,-3.254238844E0,9.838089943E0,7.218547821E0
1.795127164E1,-3.350549936E0,9.719047546E0,7.162316322E0
1.795337388E1,-3.456432343E0,9.600004196E0,7.110870838E0
1.795546996E1,-3.581457376E0,9.471389771E0,7.098308563E0
1.795757594E1,-3.658625841E0,9.337990761E0,7.089933395E0
1.795967866E1,-3.735196114E0,9.223732948E0,7.082156658E0
1.796177883E1,-3.812364578E0,9.119047165E0,7.092924595E0
1.796387835E1,-3.845864296E0,9.037691116E0,7.079165936E0
1.796597863E1,-3.894318819E0,8.975478172E0,7.065407276E0
1.796807952E1,-3.923032761E0,8.971290588E0,7.041478634E0
1.797017969E1,-3.932604074E0,8.966505051E0,7.022934437E0
1.797228012E1,-3.923032761E0,8.971290588E0,6.975078106E0
1.797438084E1,-3.899104595E0,8.999405861E0,6.955337048E0
1.797647969E1,-3.866203070E0,8.994620323E0,6.907480717E0
1.797857156E1,-3.827918053E0,9.004191399E0,6.869195461E0
1.798068234E1,-3.803989887E0,9.028120041E0,6.844669342E0
1.798278278E1,-3.751347780E0,9.056235313E0,6.859025955E0
1.798488660E1,-3.698107481E0,9.089735031E0,6.949355125E0
1.798698541E1,-3.639483213E0,9.132207870E0,7.106084824E0
1.798909014E1,-3.571886063E0,9.180064201E0,7.253841877E0
1.799118546E1,-3.552145243E0,9.232706070E0,7.368099213E0
1.799328697E1,-3.522833109E0,9.275178909E0,7.429714203E0
1.799538217E1,-3.503690481E0,9.313464165E0,7.467401028E0
1.799747434E1,-3.484548092E0,9.294321060E0,7.472784996E0
1.799957596E1,-3.479762316E0,9.241679192E0,7.482356548E0
1.800167771E1,-3.441477060E0,9.155537605E0,7.507481098E0
1.800379137E1,-3.460619688E0,9.065208435E0,7.565506935E0
1.800589091E1,-3.499503136E0,8.983852386E0,7.542177200E0
1.800799210E1,-3.523431301E0,8.888139725E0,7.500302792E0
1.801008647E1,-3.576671600E0,8.778668404E0,7.420143127E0
1.801217380E1,-3.630510092E0,8.669196129E0,7.320840836E0
1.801429114E1,-3.688536167E0,8.550153732E0,7.216753006E0
1.801639066E1,-3.747160196E0,8.406583786E0,7.103692055E0
1.801849506E1,-3.800400496E0,8.254041672E0,6.990631580E0
1.802059119E1,-3.854238987E0,8.101499557E0,6.882356167E0
1.802268643E1,-3.907479286E0,7.968099594E0,6.759125710E0
1.802479399E1,-3.975674868E0,7.839485168E0,6.626922131E0
1.802689273E1,-4.014558315E0,7.715058327E0,6.532405853E0
1.802898560E1,-4.073182583E0,7.596015453E0,6.366104603E0
1.803108871E1,-4.116851330E0,7.496115208E0,6.247660160E0
1.803319602E1,-4.151547432E0,7.381259441E0,6.091528416E0
1.803529909E1,-4.191029072E0,7.286144733E0,5.925227165E0
1.803739846E1,-4.201198578E0,7.200003147E0,5.820540905E0
1.803949742E1,-4.220939159E0,7.128817081E0,5.687739372E0
1.804159799E1,-4.231108665E0,7.071389198E0,5.573482037E0
1.804369952E1,-4.202992916E0,7.028318405E0,5.463412285E0
1.804579972E1,-4.184448719E0,7.009175777E0,5.368297577E0
1.804790003E1,-4.165904045E0,6.975676060E0,5.234299660E0
1.805000000E1,-4.147359848E0,6.951747894E0,5.110470772E0
1.805210033E1,-4.110270977E0,6.927819729E0,4.962115765E0
1.805419733E1,-4.096512318E0,6.899106026E0,4.809573650E0
1.805628485E1,-4.073182583E0,6.903891563E0,4.718646049E0
1.805839372E1,-4.049852371E0,6.923034191E0,4.584648132E0
1.806050415E1,-4.006781578E0,6.903293133E0,4.503292084E0
1.806260708E1,-3.945166349E0,6.884150982E0,4.388436794E0
1.806470939E1,-3.883551121E0,6.865008354E0,4.283152580E0
1.806681406E1,-3.841078520E0,6.860222340E0,4.149752617E0
1.806890507E1,-3.793820381E0,6.841079712E0,4.054039955E0
1.807100514E1,-3.717249870E0,6.835696220E0,3.967898130E0
1.807310349E1,-3.631706476E0,6.859624386E0,3.895515203E0
1.807520713E1,-3.574278831E0,6.892525673E0,3.866203070E0
1.807730850E1,-3.488137245E0,6.973881721E0,3.851248026E0
1.807940777E1,-3.435495138E0,7.059424877E0,3.806980848E0
1.808150824E1,-3.372683525E0,7.144968510E0,3.796811342E0
1.808360933E1,-3.305684566E0,7.231110096E0,3.833899975E0
1.808570741E1,-3.233301640E0,7.278368473E0,3.847658873E0
1.808780590E1,-3.171088219E0,7.292725086E0,3.890131474E0
1.808989979E1,-3.084348440E0,7.306483746E0,3.956532240E0
1.809201145E1,-3.012563705E0,7.268198967E0,4.004986763E0
1.809411308E1,-2.954537868E0,7.253841877E0,4.085744858E0
1.809621422E1,-2.892324448E0,7.253243446E0,4.124029636E0
1.809830859E1,-2.805584431E0,7.262814999E0,4.162314892E0
1.810039763E1,-2.748156786E0,7.286144733E0,4.171288013E0
1.810251385E1,-2.685943365E0,7.329215527E0,4.180261135E0
1.810461392E1,-2.618944407E0,7.381259441E0,4.146163464E0
1.810671818E1,-2.547159672E0,7.409973621E0,4.112065792E0
1.810881464E1,-2.480160713E0,7.452445984E0,4.063611031E0
1.811091463E1,-2.418545485E0,7.466803074E0,3.991826296E0
1.811301671E1,-2.351546526E0,7.476374149E0,3.891327858E0
1.811511653E1,-2.294716835E0,7.451848030E0,3.776472330E0
1.811721743E1,-2.261815548E0,7.423133850E0,3.628117323E0
1.811931760E1,-2.239083767E0,7.380063057E0,3.513859987E0
1.812141873E1,-2.215753794E0,7.332206726E0,3.399602890E0
1.812351917E1,-2.206780672E0,7.270591736E0,3.261417150E0
1.812561976E1,-2.240878344E0,7.174878597E0,3.142972469E0
1.812772083E1,-2.255833626E0,7.089335442E0,3.034099102E0
1.812982069E1,-2.289931297E0,6.984051228E0,2.973082066E0
1.813191823E1,-2.357528448E0,6.874579430E0,2.897708178E0
1.813401111E1,-2.429911375E0,6.779464722E0,2.884547710E0
1.813611963E1,-2.507079840E0,6.693323135E0,2.832503796E0
1.813821292E1,-2.589034081E0,6.598208427E0,2.804986238E0
1.814032577E1,-2.641676188E0,6.493522644E0,2.767897606E0
1.814242392E1,-2.704487801E0,6.383452415E0,2.735594511E0
1.814452774E1,-2.772084951E0,6.278766632E0,2.698505640E0
1.814662308E1,-2.806182861E0,6.169294834E0,2.670988321E0
1.814872436E1,-2.858824968E0,6.087938786E0,2.643470764E0
1.815082661E1,-2.859423161E0,6.002395630E0,2.596212626E0
1.815292456E1,-2.864806890E0,5.901896954E0,2.549552441E0
1.815501718E1,-2.846262455E0,5.830112457E0,2.464009047E0
1.815712760E1,-2.836691141E0,5.767899036E0,2.392822742E0
1.815922800E1,-2.784647465E0,5.739185333E0,2.349751949E0
1.816133195E1,-2.741576433E0,5.720042706E0,2.306680918E0
1.816342635E1,-2.670390129E0,5.729015827E0,2.249253273E0
1.816551710E1,-2.603390932E0,5.762515068E0,2.176870346E0
1.816762033E1,-2.507678032E0,5.790630817E0,2.080559254E0
1.816973047E1,-2.431705952E0,5.824130535E0,2.023131609E0
1.817183363E1,-2.350350142E0,5.871388435E0,2.003390789E0
1.817393400E1,-2.268395901E0,5.938387394E0,1.983051777E0
1.817602816E1,-2.206182480E0,6.023931026E0,1.972882271E0
1.817811521E1,-2.134397745E0,6.071189404E0,1.938784599E0
1.818023336E1,-2.057229280E0,6.166902065E0,1.975873351E0
1.818233372E1,-1.975873351E0,6.238088608E0,2.027318954E0
1.818443910E1,-1.884347796E0,6.333203316E0,2.064407825E0
1.818653477E1,-1.811964989E0,6.400202274E0,2.135594130E0
1.818863548E1,-1.720439434E0,6.485745907E0,2.143969059E0
1.819073507E1,-1.648654819E0,6.537789822E0,2.148156643E0
1.819283308E1,-1.591227055E0,6.571289062E0,2.118844509E0
1.819493802E1,-1.519442320E0,6.589833736E0,2.104487419E0
1.819703746E1,-1.433300734E0,6.599404812E0,2.051247120E0
1.819913895E1,-1.351944804E0,6.603592396E0,2.056032896E0
1.820123868E1,-1.266401410E0,6.574878216E0,2.032104731E0
1.820333929E1,-1.204187989E0,6.536593437E0,1.979462504E0
1.820543798E1,-1.104287624E0,6.521637917E0,1.893320918E0
1.820753855E1,-1.047458172E0,6.473781586E0,1.783849239E0
1.820964070E1,-9.714859724E-1,6.497709751E0,1.639681697E0
1.821174742E1,-9.050851464E-1,6.492326260E0,1.481755376E0
1.821384248E1,-8.626125455E-1,6.501897335E0,1.323829174E0
1.821594308E1,-7.962117195E-1,6.492326260E0,1.189831018E0
1.821804252E1,-7.393822074E-1,6.458826542E0,1.051645517E0
1.822014116E1,-6.681957245E-1,6.434898376E0,9.559326172E-1
1.822223326E1,-6.257231236E-1,6.367899418E0,8.608179688E-1
1.822434452E1,-5.641079545E-1,6.348158360E0,7.890332937E-1
1.822644510E1,-5.072783828E-1,6.305087566E0,6.795616150E-1
1.822854673E1,-4.259224236E-1,6.271588326E0,6.221339107E-1
1.823063405E1,-3.643072546E-1,6.233303070E0,5.742774606E-1
1.823273815E1,-2.829512656E-1,6.194419384E0,4.935196638E-1
1.823484733E1,-2.261217386E-1,6.170491219E0,4.073780477E-1
1.823695143E1,-1.740778536E-1,6.170491219E0,3.020938635E-1
1.823905558E1,-1.357926875E-1,6.203392506E0,1.914258152E-1
1.824114867E1,-8.374879509E-2,6.212964058E0,1.052841991E-1
1.824324951E1,-4.546362907E-2,6.212964058E0,1.052841991E-1
1.824534994E1,-7.178467698E-3,6.222535133E0,8.614161611E-2
1.824745098E1,2.632104978E-2,6.227321148E0,1.094716340E-1
1.824955149E1,3.589234129E-2,6.250650883E0,1.046859920E-1
1.825165110E1,5.084748194E-2,6.293721676E0,1.471585929E-1
1.825374947E1,6.041877344E-2,6.346364021E0,1.609173268E-1
1.825584266E1,7.058826834E-2,6.403791428E0,2.464607358E-1
1.825795334E1,8.015955985E-2,6.442076683E0,2.745763958E-1
1.826005382E1,8.554340899E-2,6.484549522E0,3.511467278E-1
1.826215755E1,9.092725813E-2,6.518048763E0,4.127618968E-1
1.826425103E1,1.052841991E-1,6.537191391E0,4.749752879E-1
1.826634118E1,1.393819153E-1,6.532405853E0,5.222335458E-1
1.826845609E1,1.776670814E-1,6.503692150E0,5.802595019E-1
1.827055624E1,2.255235314E-1,6.474380016E0,5.994020700E-1
1.827266032E1,2.781656384E-1,6.450451851E0,6.281159520E-1
1.827475450E1,3.451646566E-1,6.455237389E0,6.179464459E-1
1.827684782E1,3.882354796E-1,6.460022926E0,5.988038778E-1
1.827895836E1,4.366901219E-1,6.478567123E0,6.323033571E-1
1.828105893E1,4.797609448E-1,6.497709751E0,6.364908218E-1
1.828316243E1,5.371887088E-1,6.540182590E0,6.119644046E-1
1.828526163E1,6.041877270E-1,6.535397053E0,6.311069727E-1
1.828735794E1,6.999006271E-1,6.530013084E0,6.358926296E-1
1.828945089E1,7.956135273E-1,6.501298904E0,6.263213158E-1
1.829156125E1,8.913264275E-1,6.463014126E0,5.976074338E-1
1.829366246E1,1.000798106E0,6.419344902E0,5.497509837E-1
1.829576623E1,1.096511006E0,6.371488571E0,4.881358147E-1
1.829786190E1,1.167697430E0,6.318846226E0,3.780659735E-1
1.829995854E1,1.286142230E0,6.270391941E0,2.446661144E-1
1.830206459E1,1.362114310E0,6.222535133E0,1.160518974E-1
1.830416486E1,1.433300734E0,6.169893265E0,1.076770201E-2
1.830626664E1,1.509871125E0,6.150152206E0,-7.058826834E-2
1.830836619E1,1.590628862E0,6.102295876E0,-1.369891018E-1
1.831046848E1,1.637887120E0,6.068796635E0,-1.992024779E-1
1.831256823E1,1.671386600E0,6.068796635E0,-2.997010350E-1
1.831466756E1,1.699502230E0,6.025725842E0,-3.900300860E-1
1.831676757E1,1.694118381E0,6.011368752E0,-4.666004181E-1
1.831886819E1,1.732403636E0,5.963512421E0,-5.090730190E-1
1.832096926E1,1.755733609E0,5.920441628E0,-5.138586760E-1
1.832307034E1,1.760519266E0,5.891727448E0,-5.132604837E-1
1.832517042E1,1.770090580E0,5.848656654E0,-4.845465720E-1
1.832727105E1,1.755733609E0,5.819942951E0,-4.456632137E-1
1.832937261E1,1.751546144E0,5.800800323E0,-3.786641955E-1
1.833146921E1,1.751546144E0,5.772086620E0,-3.020938635E-1
1.833356185E1,1.756929994E0,5.786443233E0,-1.968096644E-1
1.833567082E1,1.771885157E0,5.810371399E0,-1.208375469E-1
1.833777182E1,1.796411633E0,5.819942951E0,-2.991028316E-2
1.833987521E1,1.810768485E0,5.843871117E0,5.084748194E-2
1.834197221E1,1.840080619E0,5.871986866E0,8.913264424E-2
1.834406560E1,1.907079697E0,5.871986866E0,1.034895778E-1
1.834617765E1,1.954936147E0,5.886343479E0,1.316052526E-1
1.834827656E1,2.027318954E0,5.904888153E0,1.549352705E-1
1.835037936E1,2.113460541E0,5.943173409E0,1.543370634E-1
1.835247811E1,2.209173441E0,5.980860233E0,1.441675574E-1
1.835457822E1,2.328814745E0,6.028118610E0,6.699903309E-2
1.835667876E1,2.423929453E0,6.089733601E0,-1.974078640E-2
1.835877834E1,2.529213428E0,6.147161484E0,-1.351944804E-1
1.836087939E1,2.657827854E0,6.194419384E0,-2.650051117E-1
1.836298064E1,2.772683144E0,6.246463299E0,-3.906283081E-1
1.836507779E1,2.906083107E0,6.317649841E0,-5.252245665E-1
1.836717098E1,3.025125980E0,6.364908218E0,-6.789634228E-1
1.836928118E1,3.129812002E0,6.431907177E0,-8.039883971E-1
1.837138203E1,3.215953588E0,6.493522644E0,-9.104689956E-1
1.837348510E1,3.287140131E0,6.531807423E0,-1.001396298E0
1.837558272E1,3.349353552E0,6.550352097E0,-1.083350420E0
1.837768070E1,3.401397467E0,6.531209469E0,-1.159920812E0
1.837978523E1,3.454039574E0,6.516852379E0,-1.183848977E0
1.838188461E1,3.444468260E0,6.473781586E0,-1.207179070E0
1.838398641E1,3.453441381E0,6.440282345E0,-1.230509043E0
1.838608208E1,3.444468260E0,6.397211552E0,-1.177866936E0
1.838817321E1,3.425325632E0,6.344569206E0,-1.124626637E0
1.839028724E1,3.406183004E0,6.302096844E0,-1.061815023E0
1.839238735E1,3.363112211E0,6.235097408E0,-1.027717352E0
1.839449142E1,3.310470104E0,6.159125328E0,-9.553344250E-1
1.839658920E1,3.233899832E0,6.101697922E0,-9.116654396E-1
1.839868891E1,3.171686411E0,6.030511379E0,-8.961120844E-1
1.840078981E1,3.099901676E0,5.982655048E0,-8.811569214E-1
1.840288980E1,3.028116941E0,5.949753284E0,-8.757730722E-1
1.840498884E1,2.974876642E0,5.868397713E0,-8.656035662E-1
1.840708938E1,2.936591625E0,5.845067501E0,-8.506484628E-1
1.840918771E1,2.894119024E0,5.811567783E0,-8.171489239E-1
1.841128274E1,2.869592667E0,5.782854080E0,-8.309076428E-1
1.841339411E1,2.860021353E0,5.739783287E0,-8.255237937E-1
1.841549344E1,2.845664263E0,5.716453075E0,-8.638089895E-1
1.841759645E1,2.840280533E0,5.668596745E0,-9.445667267E-1
1.841969493E1,2.810968399E0,5.644668579E0,-1.025324464E0
1.842179498E1,2.772683144E0,5.644668579E0,-1.077966571E0
1.842389562E1,2.762513638E0,5.616552830E0,-1.130608678E0
1.842599556E1,2.752942562E0,5.578267574E0,-1.173081279E0
1.842809664E1,2.761915445E0,5.568696499E0,-1.220937729E0
1.843019571E1,2.766701221E0,5.578267574E0,-1.254437327E0
1.843228749E1,2.814557552E0,5.625525951E0,-1.255035520E0
1.843439866E1,2.877369165E0,5.630311489E0,-1.216750264E0
1.843649829E1,2.953939438E0,5.620141983E0,-1.202393413E0
1.843860222E1,3.006581545E0,5.634499073E0,-1.255633712E0
1.844069987E1,3.058625460E0,5.634499073E0,-1.336989641E0
1.844279821E1,3.110669374E0,5.658427238E0,-1.442273855E0
1.844489065E1,3.163311481E0,5.681757450E0,-1.524227977E0
1.844700227E1,3.225524902E0,5.724828243E0,-1.543968797E0
1.844910167E1,3.273381472E0,5.772086620E0,-1.491924882E0
1.845120487E1,3.322434187E0,5.839085579E0,-1.396810174E0
1.845330113E1,3.375674486E0,5.924628735E0,-1.259222865E0
1.845539760E1,3.390629768E0,6.034698486E0,-1.135992527E0
1.845750415E1,3.420539856E0,6.096313953E0,-9.882357717E-1
1.845960440E1,3.440280676E0,6.182455540E0,-8.410771489E-1
1.846170663E1,3.460619688E0,6.263213158E0,-7.034898400E-1
1.846380418E1,3.466601849E0,6.315855503E0,-5.030909777E-1
1.846589662E1,3.486342669E0,6.349354744E0,-3.314059377E-1
1.846800551E1,3.501895905E0,6.378068924E0,-1.543370634E-1
1.847010702E1,3.492922783E0,6.406782627E0,3.170489892E-2
1.847220998E1,3.493520975E0,6.430112839E0,1.698904037E-1
1.847430852E1,3.513859987E0,6.439683914E0,3.326023519E-1
1.847640902E1,3.533600807E0,6.444469452E0,4.468596280E-1
1.847851016E1,3.576671600E0,6.454041004E0,5.282155871E-1
1.848060848E1,3.601198196E0,6.477969170E0,5.994020700E-1
1.848270078E1,3.639483213E0,6.501298904E0,6.185446382E-1
1.848481149E1,3.672982693E0,6.534798622E0,6.275177598E-1
1.848690746E1,3.721437454E0,6.573083878E0,6.173482537E-1
1.848899584E1,3.773481369E0,6.601199627E0,5.790630579E-1
1.849111250E1,3.826123476E0,6.629913330E0,5.162515044E-1
1.849321324E1,3.878765583E0,6.686742783E0,4.534398913E-1
1.849531833E1,3.912265062E0,6.715456963E0,3.906283081E-1
1.849741280E1,3.945166349E0,6.763313293E0,2.805584669E-1
1.849950544E1,3.987638950E0,6.772884369E0,1.513460279E-1
1.850161543E1,4.025325775E0,6.744170666E0,1.734796353E-2
1.850371548E1,4.048655987E0,6.725028038E0,-1.304088384E-1
1.850581861E1,4.042674065E0,6.653243542E0,-2.925225794E-1
1.850791680E1,4.032504559E0,6.595815659E0,-3.924229145E-1
1.851001785E1,4.022335052E0,6.538387775E0,-5.210371017E-1
1.851211870E1,4.012165546E0,6.467201233E0,-6.155536175E-1
1.851421962E1,4.006781578E0,6.381059647E0,-6.867401004E-1
1.851631883E1,3.982254982E0,6.318846226E0,-7.244270444E-1
1.851841928E1,3.982254982E0,6.252445698E0,-7.812566161E-1
1.852051723E1,3.952943087E0,6.190232277E0,-7.998009920E-1
1.852261005E1,3.957728624E0,6.161518097E0,-8.087740541E-1
1.852471938E1,3.957728624E0,6.151947021E0,-8.135597110E-1
1.852681712E1,3.948157310E0,6.161518097E0,-8.231309652E-1
1.852890989E1,3.957728624E0,6.195017815E0,-8.620143533E-1
1.853101170E1,3.929014683E0,6.214160442E0,-8.668000102E-1
1.853311358E1,3.967299938E0,6.247660160E0,-8.189435601E-1
1.853522756E1,3.967898130E0,6.228517532E0,-7.710871100E-1
1.853732651E1,3.991826296E0,6.209374905E0,-6.514459848E-1
1.853942757E1,4.045664787E0,6.194419384E0,-4.893322289E-1
1.854152172E1,4.084548473E0,6.203990936E0,-3.074777126E-1
1.854361106E1,4.162314892E0,6.265605927E0,-1.411765367E-1
1.854572695E1,4.235296249E0,6.361319065E0,5.383851007E-2
1.854782838E1,4.327419758E0,6.480361938E0,2.153540403E-1
1.854993113E1,4.423730850E0,6.613761902E0,3.427718580E-1
1.855202569E1,4.524827480E0,6.751348972E0,3.990031779E-1
1.855411660E1,4.654638290E0,6.856035233E0,4.115654826E-1
1.855621892E1,4.783850670E0,6.970292568E0,4.055834413E-1
1.855832956E1,4.928018093E0,7.074978352E0,3.661018610E-1
1.856043239E1,5.071587563E0,7.174878597E0,3.553341627E-1
1.856253344E1,5.234299660E0,7.308278561E0,3.056831062E-1
1.856463319E1,5.359324455E0,7.436294556E0,2.464607358E-1
1.856673558E1,5.483152866E0,7.564908981E0,1.447657645E-1
1.856883286E1,5.578866005E0,7.660621643E0,5.264209956E-2
1.857093258E1,5.655436516E0,7.727022648E0,-5.383851007E-3
1.857303246E1,5.708078384E0,7.731808186E0,-5.383851007E-3
1.857513184E1,5.760720730E0,7.692924976E0,2.333002165E-2
1.857722676E1,5.813362598E0,7.649854183E0,8.075776696E-2
1.857933562E1,5.857031822E0,7.554141045E0,1.393819153E-1
1.858143948E1,5.876173973E0,7.491927624E0,1.968096644E-1
1.858354998E1,5.876173973E0,7.458428383E0,2.213360965E-1
1.858563662E1,5.871388435E0,7.439883709E0,2.117647976E-1
1.858773742E1,5.833103180E0,7.449455261E0,2.309073806E-1
1.858983506E1,5.818746567E0,7.468597889E0,2.261217386E-1
1.859193829E1,5.761318684E0,7.487740040E0,1.830509305E-1
1.859403885E1,5.722435474E0,7.502097130E0,1.256231815E-1
1.859613776E1,5.688935757E0,7.521239758E0,4.426721856E-2
1.859823538E1,5.640480995E0,7.540980339E0,-1.316052489E-2
1.860032056E1,5.621338367E0,7.550551891E0,-3.589233849E-3
1.860242496E1,5.588437080E0,7.545766354E0,4.905286431E-2
1.860454164E1,5.545366287E0,7.507481098E0,1.214357466E-1
1.860664581E1,5.526822090E0,7.483552933E0,2.219343036E-1
1.860874403E1,5.474180222E0,7.460222721E0,3.224328458E-1
1.861083328E1,5.465207100E0,7.450651646E0,4.372883439E-1
1.861294400E1,5.441876888E0,7.469794273E0,5.521438122E-1
1.861504522E1,5.404190063E0,7.465008259E0,6.622136831E-1
1.861714729E1,5.390431404E0,7.469794273E0,8.201399446E-1
1.861924300E1,5.414957523E0,7.465008259E0,9.828519225E-1
1.862133735E1,5.463412285E0,7.464410305E0,1.097109199E0
1.862344646E1,5.526223660E0,7.473981380E0,1.144965649E0
1.862554667E1,5.617151260E0,7.492526054E0,1.173081279E0
1.862764932E1,5.751149178E0,7.492526054E0,1.134796143E0
1.862974841E1,5.870192051E0,7.491927624E0,1.052842021E0
1.863184964E1,6.017949104E0,7.481758118E0,8.949156404E-1
1.863394973E1,6.170491219E0,7.500302792E0,6.550351977E-1
1.863605004E1,6.341578007E0,7.505088329E0,4.013960063E-1
1.863815021E1,6.527021885E0,7.509275436E0,1.998006850E-1
1.864025049E1,6.717849731E0,7.494320393E0,-1.555334684E-2
1.864234839E1,6.884748936E0,7.527221680E0,-1.980060786E-1
1.864444158E1,7.027719975E0,7.555337429E0,-2.991028428E-1
1.864655245E1,7.176074982E0,7.612166882E0,-3.427718580E-1
1.864865426E1,7.305885792E0,7.697710514E0,-3.008974493E-1
1.865075572E1,7.402794838E0,7.845467091E0,-1.782652885E-1
1.865285281E1,7.494918823E0,8.002795219E0,1.615155302E-2
1.865495021E1,7.578069210E0,8.202595711E0,2.626122832E-1
1.865705325E1,7.685148239E0,8.465208054E0,5.228317380E-1
1.865915402E1,7.753942013E0,8.751749039E0,7.872386575E-1
1.866125662E1,7.841877937E0,9.047262192E0,1.037886858E0
1.866335702E1,7.925028801E0,9.357730865E0,1.240080357E0
1.866545870E1,7.984251022E0,9.634101868E0,1.405185103E0
1.866755776E1,8.023732185E0,9.877572060E0,1.550549030E0
1.866965799E1,8.087141991E0,1.006361389E1,1.725823283E0
1.867175824E1,8.145766258E0,1.023051357E1,1.910668850E0
1.867385912E1,8.199604988E0,1.035972595E1,2.095514536E0
1.867596047E1,8.215158463E0,1.049312592E1,2.257030010E0
1.867806078E1,8.216354370E0,1.061755180E1,2.428116798E0
1.868016092E1,8.203194618E0,1.071745300E1,2.608774900E0
1.868226204E1,8.184649467E0,1.080359459E1,2.760719061E0
1.868436160E1,8.161917686E0,1.089930725E1,2.903690338E0
1.868646012E1,8.124231339E0,1.098066330E1,3.017349243E0
1.868855350E1,8.081758499E0,1.104287624E1,3.083750248E0
1.869066079E1,8.010572433E0,1.111944675E1,3.169293642E0
1.869275382E1,7.920242786E0,1.116790104E1,3.264408350E0
1.869486668E1,7.796414375E0,1.119182968E1,3.393620729E0
1.869696517E1,7.705487251E0,1.117328548E1,3.489931822E0
1.869906915E1,7.615158081E0,1.113978577E1,3.547957659E0
1.870116654E1,7.505088329E0,1.108774185E1,3.596412420E0
1.870326714E1,7.394420147E0,1.101177025E1,3.630510092E0
1.870536676E1,7.303493023E0,1.093101215E1,3.660420418E0
1.870746535E1,7.246065140E0,1.083051395E1,3.685544968E0
1.870955953E1,7.174280643E0,1.074018478E1,3.700500250E0
1.871166893E1,7.144968510E0,1.071147060E1,3.677170277E0
1.871376950E1,7.130611420E0,1.067856884E1,3.687339783E0
1.871587300E1,7.125825882E0,1.068335533E1,3.634697676E0
1.871797038E1,7.116254330E0,1.071206856E1,3.605385542E0
1.872006882E1,7.125227451E0,1.074497032E1,3.543172121E0
1.872216099E1,7.139584541E0,1.076889801E1,3.504886866E0
1.872427159E1,7.182655334E0,1.073061275E1,3.466601849E0
1.872637076E1,7.240083218E0,1.065882874E1,3.471985579E0
1.872847184E1,7.278368473E0,1.060140038E1,3.548556089E0
1.873056008E1,7.293323517E0,1.061097240E1,3.687339783E0
1.873265762E1,7.270591736E0,1.066839981E1,3.926023722E0
1.873476514E1,7.243672371E0,1.082094193E1,4.192225456E0
1.873687808E1,7.183253765E0,1.103629589E1,4.491926193E0
1.873897972E1,7.118647575E0,1.129412270E1,4.804787636E0
1.874107890E1,7.062416077E0,1.154297638E1,5.041677475E0
1.874317675E1,7.011568546E0,1.178166008E1,5.240281582E0
1.874527757E1,6.955337048E0,1.197787189E1,5.353342533E0
1.874737845E1,6.936792850E0,1.215434265E1,5.500501156E0
1.874947929E1,6.918846607E0,1.230269718E1,5.613562107E0
1.875157878E1,6.900302410E0,1.243191051E1,5.736792088E0
1.875367956E1,6.863213539E0,1.257966709E1,5.836094379E0
1.875578118E1,6.796812534E0,1.277587795E1,5.896512985E0
1.875788095E1,6.749554634E0,1.297208977E1,5.947360516E0
1.875998102E1,6.692724705E0,1.313420391E1,5.965306759E0
1.876208117E1,6.606583118E0,1.329691505E1,5.930611134E0
1.876417972E1,6.539584160E0,1.338784313E1,5.882156372E0
