"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.980581939E0,1.872981906E0,1.166501045E1,4.123431683E0
3.982685475E0,1.801197290E0,1.172722340E1,4.085146427E0
3.984779978E0,1.763510346E0,1.183250809E1,4.141377926E0
3.986881552E0,1.677966833E0,1.192822075E1,4.274777889E0
3.988980937E0,1.578664780E0,1.200957680E1,4.484747887E0
3.991083028E0,1.488933921E0,1.209093285E1,4.708476543E0
3.993183746E0,1.408774376E0,1.214895916E1,4.951946259E0
3.995285360E0,1.323829174E0,1.218724346E1,5.167300701E0
3.997384319E0,1.252642632E0,1.223031521E1,5.310271740E0
3.999484873E0,1.205982566E0,1.228295708E1,5.453242779E0
4.001585134E0,1.148554921E0,1.233559895E1,5.534598827E0
4.003686148E0,1.096511006E0,1.238345528E1,5.596213818E0
4.005784435E0,1.063011408E0,1.242233849E1,5.562714577E0
4.007874797E0,1.063011408E0,1.244566917E1,5.552545071E0
4.009978220E0,1.043868899E0,1.249831104E1,5.509474277E0
4.012089681E0,1.062413216E0,1.253181076E1,5.446662426E0
4.014194082E0,1.086341500E0,1.254138184E1,5.398806095E0
4.016300447E0,1.119840980E0,1.256052399E1,5.327021599E0
4.018379660E0,1.114457130E0,1.259402370E1,5.240281582E0
4.020489075E0,1.100100160E0,1.261316681E1,5.168497086E0
4.022578370E0,1.066002488E0,1.263230896E1,5.120640278E0
4.024684297E0,1.056431174E0,1.265623760E1,5.082355499E0
4.026791189E0,9.846464992E-1,1.267059422E1,5.096712112E0
4.028895886E0,9.373882413E-1,1.266640663E1,5.168497086E0
4.030995993E0,8.656035662E-1,1.266162109E1,5.264209747E0
4.033094219E0,7.710871100E-1,1.267597771E1,5.412564754E0
4.035196371E0,6.759724021E-1,1.267179012E1,5.570491314E0
4.037300325E0,5.712863803E-1,1.268136215E1,5.685945034E0
4.039395621E0,4.612165689E-1,1.270588779E1,5.781657696E0
4.041495963E0,3.613162339E-1,1.274895859E1,5.814558983E0
4.043595227E0,3.086741269E-1,1.273519993E1,5.810371399E0
4.045697928E0,2.745763958E-1,1.271605778E1,5.791228771E0
4.047800285E0,2.697907388E-1,1.269212914E1,5.772684574E0
4.049909639E0,2.596212626E-1,1.267777252E1,5.700900078E0
4.051998750E0,2.835494876E-1,1.268255806E1,5.629115105E0
4.054099153E0,2.685943544E-1,1.270648670E1,5.547759533E0
4.056196962E0,2.297109663E-1,1.271605778E1,5.408975601E0
4.058296979E0,1.770688742E-1,1.274536991E1,5.298905849E0
4.060386863E0,1.286142170E-1,1.274536991E1,5.203192711E0
4.062502626E0,9.032905847E-2,1.275972652E1,5.184050083E0
4.064601513E0,6.161518395E-2,1.276929760E1,5.207978249E0
4.066704501E0,1.375873014E-2,1.277886963E1,5.284548759E0
4.068798923E0,-4.785645287E-3,1.276989651E1,5.346762180E0
4.070893516E0,-5.264209956E-2,1.274596786E1,5.409573555E0
4.073004987E0,-5.682953820E-2,1.271725368E1,5.471786976E0
4.075105186E0,-1.046859920E-1,1.271725368E1,5.557928562E0
4.077208620E0,-1.142572835E-1,1.268854046E1,5.601597786E0
4.079306571E0,-1.136590764E-1,1.266939735E1,5.668596745E0
4.081406344E0,-1.328016520E-1,1.266461182E1,5.697310925E0
4.083506981E0,-1.280160099E-1,1.267896938E1,5.735595703E0
4.085607618E0,-1.232303679E-1,1.272204018E1,5.706283569E0
4.087707950E0,-1.471585929E-1,1.274118233E1,5.653641701E0
4.089808464E0,-1.573280841E-1,1.275075340E1,5.567500114E0
4.091907636E0,-1.860419661E-1,1.277946758E1,5.476572990E0
4.094004621E0,-2.344966233E-1,1.275613785E1,5.371886730E0
4.096111595E0,-2.733799815E-1,1.275613785E1,5.319244862E0
4.098210656E0,-3.260220885E-1,1.276570892E1,5.271388054E0
4.100312757E0,-3.786641955E-1,1.274716473E1,5.281557560E0
4.102410495E0,-4.408775866E-1,1.275195026E1,5.353342533E0
4.104504845E0,-5.168496966E-1,1.275195026E1,5.458626747E0
4.106613121E0,-6.167500615E-1,1.275733376E1,5.587839127E0
4.108713189E0,-7.214360237E-1,1.277647686E1,5.726622581E0
4.110816145E0,-8.213363886E-1,1.278664589E1,5.836692810E0
4.112913283E0,-9.355936646E-1,1.280100250E1,5.937191010E0
4.115004836E0,-1.006780148E0,1.281595802E1,6.037689686E0
4.117115991E0,-1.088136077E0,1.281595802E1,6.095117569E0
4.119215214E0,-1.155135155E0,1.280219936E1,6.110072613E0
4.121317183E0,-1.207777262E0,1.277827072E1,6.115456581E0
4.123416823E0,-1.256231904E0,1.276391411E1,6.048457623E0
4.125513869E0,-1.309472203E0,1.274058437E1,5.967699528E0
4.127608514E0,-1.362114310E0,1.270708466E1,5.906084538E0
4.129718733E0,-1.405783296E0,1.265982628E1,5.834897995E0
4.131820356E0,-1.459023595E0,1.262632656E1,5.778068542E0
4.133922896E0,-1.502094388E0,1.258325577E1,5.730810165E0
4.136023462E0,-1.564906001E0,1.255035496E1,5.668596745E0
4.138132339E0,-1.632503271E0,1.251206970E1,5.606981754E0
4.140221989E0,-1.704287887E0,1.246481133E1,5.598606586E0
4.142322138E0,-1.776072621E0,1.243131161E1,5.598606586E0
4.144420109E0,-1.871785522E0,1.238405323E1,5.637490273E0
4.146522089E0,-1.943570137E0,1.229372501E1,5.700900078E0
4.148614984E0,-2.048854351E0,1.219861031E1,5.764309883E0
4.150724898E0,-2.134995937E0,1.209811115E1,5.861218929E0
4.152824599E0,-2.254637241E0,1.198385429E1,5.943771362E0
4.154927658E0,-2.378465652E0,1.190309620E1,6.031109333E0
4.157025894E0,-2.550748825E0,1.181336498E1,6.104090691E0
4.159127172E0,-2.737389088E0,1.170867920E1,6.177071571E0
4.161227939E0,-2.909672260E0,1.160399342E1,6.273981094E0
4.163328638E0,-3.048455954E0,1.148495007E1,6.337988853E0
4.165427973E0,-3.192623615E0,1.134736347E1,6.396613121E0
4.167528854E0,-3.350549936E0,1.121396351E1,6.422336102E0
4.169627455E0,-3.489931822E0,1.107577801E1,6.414559364E0
4.171719711E0,-3.600599766E0,1.095194912E1,6.372684956E0
4.173828394E0,-3.653241873E0,1.088554859E1,6.340381622E0
4.175920578E0,-3.720839262E0,1.083290672E1,6.278766632E0
4.178034216E0,-3.763910055E0,1.080897808E1,6.284150600E0
4.180134434E0,-3.787838221E0,1.082393360E1,6.278766632E0
4.182241419E0,-3.802195072E0,1.083350468E1,6.240481377E0
4.184333410E0,-3.807579041E0,1.084307575E1,6.197410583E0
4.186433518E0,-3.802793503E0,1.085264683E1,6.106483459E0
4.188532547E0,-3.822534084E0,1.082393360E1,6.030511379E0
4.190634750E0,-3.856631994E0,1.080479050E1,5.988038540E0
4.192735366E0,-3.885345697E0,1.077129078E1,5.992824078E0
4.194834579E0,-3.927818298E0,1.074796104E1,6.055635929E0
4.196935837E0,-3.961317778E0,1.073360443E1,6.156134605E0
4.199035559E0,-3.960719585E0,1.072881889E1,6.275775433E0
4.201137863E0,-3.979264021E0,1.073360443E1,6.371488571E0
4.203236008E0,-3.983451605E0,1.073838997E1,6.457031727E0
4.205328650E0,-3.988237143E0,1.074317551E1,6.509674072E0
4.207439214E0,-3.954139471E0,1.075753212E1,6.571887493E0
4.209539576E0,-3.911068678E0,1.077607632E1,6.585646152E0
4.211643072E0,-3.848855257E0,1.083350468E1,6.565905571E0
4.213738541E0,-3.820739508E0,1.085743237E1,6.412764549E0
4.215827745E0,-3.783650875E0,1.087597752E1,6.187839508E0
4.217942206E0,-3.784847260E0,1.085743237E1,5.910272121E0
4.220042181E0,-3.814757586E0,1.078086281E1,5.662614822E0
4.222146745E0,-3.868596077E0,1.068574810E1,5.443671703E0
4.224241542E0,-3.966103554E0,1.055234814E1,5.225326538E0
4.226336707E0,-4.062414646E0,1.042373371E1,5.078765869E0
4.228445034E0,-4.192823410E0,1.024726295E1,4.956133842E0
4.230546575E0,-4.323232174E0,1.004686451E1,4.901099205E0
4.232647151E0,-4.476971149E0,9.875777245E0,4.869992256E0
4.234745021E0,-4.616353035E0,9.689735413E0,4.852644444E0
4.236847540E0,-4.765306473E0,9.475577354E0,4.831109047E0
4.238948015E0,-4.909473896E0,9.313464165E0,4.808975220E0
4.241048794E0,-5.010570526E0,9.156135559E0,4.801198483E0
4.243148139E0,-5.126024246E0,9.041878700E0,4.712066174E0
4.245249101E0,-5.227120876E0,8.956335068E0,4.631906509E0
4.247347897E0,-5.309075356E0,8.880363464E0,4.541577339E0
4.249439958E0,-5.381458282E0,8.822935104E0,4.480560303E0
4.251550666E0,-5.429314613E0,8.785248756E0,4.438087940E0
4.253650459E0,-5.434698582E0,8.756534576E0,4.385445595E0
4.255752957E0,-5.391627789E0,8.751749039E0,4.380660057E0
4.257851946E0,-5.353342533E0,8.784649849E0,4.370490551E0
4.259949988E0,-5.271388054E0,8.822935104E0,4.398606300E0
4.262054216E0,-5.170889854E0,8.898907661E0,4.436293125E0
4.264154772E0,-5.069792747E0,8.960522652E0,4.502095699E0
4.266255246E0,-4.963910580E0,9.046066284E0,4.553541660E0
4.268352933E0,-4.834099770E0,9.141180992E0,4.585844517E0
4.270445289E0,-4.733601570E0,9.222537041E0,4.594219685E0
4.272556719E0,-4.599005222E0,9.317052841E0,4.607379913E0
4.274656583E0,-4.435695171E0,9.416953087E0,4.634897232E0
4.276760160E0,-4.277768612E0,9.502496719E0,4.662415028E0
4.278857734E0,-4.147958279E0,9.602396965E0,4.699503899E0
4.280956672E0,-4.013361931E0,9.687940598E0,4.736592293E0
4.283046120E0,-3.873979807E0,9.768698692E0,4.788038254E0
4.285149859E0,-3.768097401E0,9.815957069E0,4.849055290E0
4.287259631E0,-3.648456335E0,9.877572060E0,4.915455818E0
4.289362953E0,-3.552145243E0,9.896714211E0,4.962714195E0
4.291460883E0,-3.461217880E0,9.881759644E0,4.977071285E0
4.293551989E0,-3.351148129E0,9.857831001E0,4.957928658E0
4.295662849E0,-3.284747362E0,9.823733330E0,4.890929699E0
4.297763832E0,-3.227319479E0,9.780662537E0,4.809573650E0
4.299865689E0,-3.218346357E0,9.694520950E0,4.767699242E0
4.301964476E0,-3.228515863E0,9.594620705E0,4.687539577E0
4.304065509E0,-3.257827997E0,9.489336014E0,4.625924587E0
4.306165078E0,-3.296711445E0,9.360722542E0,4.565505505E0
4.308265237E0,-3.330809116E0,9.227322578E0,4.514060020E0
4.310365609E0,-3.364906788E0,9.069396019E0,4.506283283E0
4.312467059E0,-3.455834150E0,8.888139725E0,4.532006264E0
4.314568215E0,-3.524029493E0,8.697312355E0,4.471587181E0
4.316668333E0,-3.625126362E0,8.516654015E0,4.421338081E0
4.318767973E0,-3.726821184E0,8.311469078E0,4.289134502E0
4.320868427E0,-3.818944931E0,8.154141426E0,4.133601189E0
4.322969145E0,-3.911068678E0,7.982456207E0,3.948755503E0
4.325066293E0,-3.998406649E0,7.829914093E0,3.754338741E0
4.327161599E0,-4.114458561E0,7.701299667E0,3.569493294E0
4.329269815E0,-4.182653904E0,7.577471256E0,3.388834953E0
4.331373198E0,-4.255635262E0,7.434499741E0,3.247060299E0
4.333473997E0,-4.295116425E0,7.286743164E0,3.105285645E0
4.335572438E0,-4.334598064E0,7.152745247E0,2.962912560E0
4.337670928E0,-4.354339123E0,7.033702374E0,2.797209740E0
4.339774098E0,-4.341178417E0,6.966702938E0,2.611167669E0
4.341874093E0,-4.294518471E0,6.899703979E0,2.458625317E0
4.343975066E0,-4.241876125E0,6.885347366E0,2.348555326E0
4.346075357E0,-4.175475597E0,6.884748936E0,2.281556368E0
4.348174245E0,-4.094119549E0,6.937391281E0,2.266601324E0
4.350266173E0,-3.969094515E0,7.013363361E0,2.279761791E0
4.352376901E0,-3.824927092E0,7.146762848E0,2.301895380E0
4.354477152E0,-3.613760471E0,7.289135933E0,2.367099762E0
4.356580505E0,-3.406781197E0,7.479365349E0,2.465205431E0
4.358678721E0,-3.190230846E0,7.703094482E0,2.605783939E0
4.360779824E0,-2.983251572E0,7.902894974E0,2.732603550E0
4.362879883E0,-2.796013355E0,8.098507881E0,2.801995277E0
4.364981181E0,-2.618346214E0,8.197810173E0,2.815155745E0
4.367080638E0,-2.455035925E0,8.307282448E0,2.842075109E0
4.369178579E0,-2.316252232E0,8.368897438E0,2.822334290E0
4.371269581E0,-2.186441660E0,8.420941353E0,2.878565550E0
4.373378611E0,-2.047059774E0,8.439485550E0,2.949752092E0
4.375493255E0,-1.956132531E0,8.449056625E0,3.044866800E0
4.377586537E0,-1.893320918E0,8.429914474E0,3.159722328E0
4.379684621E0,-1.873580098E0,8.395816803E0,3.293720484E0
4.381778310E0,-1.872981906E0,8.372486115E0,3.413361549E0
4.383884989E0,-1.901097536E0,8.329415321E0,3.557528973E0
4.385984294E0,-1.943570137E0,8.281558990E0,3.682554007E0
4.388085897E0,-2.010569334E0,8.243872643E0,3.797409534E0
4.390187826E0,-2.062613010E0,8.181658745E0,3.912863255E0
4.392291555E0,-2.158325911E0,8.120043755E0,3.971487284E0
4.394388652E0,-2.249253273E0,8.038687706E0,4.005585194E0
4.396488556E0,-2.335394859E0,7.943572998E0,4.025924206E0
4.398588928E0,-2.407777786E0,7.805387497E0,3.979862213E0
4.400689270E0,-2.475374937E0,7.657630444E0,3.937987804E0
4.402787079E0,-2.524427891E0,7.485945702E0,3.858426571E0
4.404878652E0,-2.587239504E0,7.338188648E0,3.759722471E0
4.406991110E0,-2.631506681E0,7.170691490E0,3.670589924E0
4.409091584E0,-2.689532757E0,7.046862602E0,3.514458179E0
4.411195364E0,-2.709871531E0,6.913462639E0,3.333800077E0
4.413296458E0,-2.763710260E0,6.794419765E0,3.139383316E0
4.415406363E0,-2.784647465E0,6.669992924E0,2.930011272E0
4.417493836E0,-2.804986238E0,6.555736065E0,2.687139750E0
4.419594208E0,-2.810968399E0,6.445665836E0,2.453839540E0
4.421691722E0,-2.807977438E0,6.345765591E0,2.191825628E0
4.423798453E0,-2.790031195E0,6.269195557E0,1.934597135E0
4.425908042E0,-2.752942562E0,6.187839508E0,1.705484390E0
4.427996848E0,-2.720639229E0,6.144768715E0,1.509871125E0
4.430097393E0,-2.687737942E0,6.135197163E0,1.361516118E0
4.432195771E0,-2.630908489E0,6.148955822E0,1.256231904E0
4.434298087E0,-2.602194548E0,6.172883987E0,1.160519004E0
4.436399140E0,-2.535793781E0,6.230311871E0,1.078564763E0
4.438500836E0,-2.487937450E0,6.282355785E0,9.966106415E-1
4.440600251E0,-2.440080881E0,6.330212116E0,9.242277741E-1
4.442700024E0,-2.425724030E0,6.368497372E0,9.044869542E-1
4.444798839E0,-2.397010088E0,6.392425537E0,9.667003751E-1
4.446897890E0,-2.358126640E0,6.401398659E0,1.066600680E0
4.448993512E0,-2.319243431E0,6.372684956E0,1.229312658E0
4.451103802E0,-2.279761791E0,6.372684956E0,1.435095429E0
4.453203431E0,-2.240280151E0,6.376872540E0,1.673779488E0
4.455305808E0,-2.229512453E0,6.405586243E0,1.941177368E0
4.457401644E0,-2.218744755E0,6.424728870E0,2.199003935E0
4.459495464E0,-2.212762833E0,6.434299946E0,2.395215511E0
4.461605735E0,-2.212164640E0,6.429514408E0,2.548356056E0
4.463706656E0,-2.173281193E0,6.386443615E0,2.663211584E0
4.465809715E0,-2.154138565E0,6.324230194E0,2.754737139E0
4.467907066E0,-2.111067772E0,6.257231236E0,2.802593470E0
4.470008078E0,-2.058425665E0,6.156732559E0,2.846860647E0
4.472108156E0,-2.005783558E0,6.070590973E0,2.852244616E0
4.474208722E0,-1.962712765E0,6.008377552E0,2.833700180E0
4.476309430E0,-1.901097536E0,5.941378593E0,2.785843849E0
4.478409539E0,-1.853839397E0,5.888138294E0,2.700300455E0
4.480507926E0,-1.797009826E0,5.859424591E0,2.547757864E0
4.482601056E0,-1.721635938E0,5.801996708E0,2.346760750E0
4.484710034E0,-1.679761529E0,5.754140377E0,2.141576290E0
4.486812126E0,-1.623530149E0,5.720640659E0,1.907677889E0
4.488914717E0,-1.581057549E0,5.687141418E0,1.716850281E0
4.491012555E0,-1.539183140E0,5.644070625E0,1.544566989E0
4.493111036E0,-1.515853167E0,5.624927998E0,1.420738459E0
4.495214633E0,-1.473380566E0,5.620141983E0,1.277169108E0
4.497314874E0,-1.450050473E0,5.586642742E0,1.134197950E0
4.499416700E0,-1.402792215E0,5.571687698E0,1.004985452E0
4.501512892E0,-1.365105271E0,5.547759533E0,8.853443861E-1
4.503606479E0,-1.298704505E0,5.485546112E0,7.758727670E-1
4.505715711E0,-1.294517040E0,5.475974560E0,6.801598072E-1
4.507805016E0,-1.265803218E0,5.447260857E0,6.185446382E-1
4.509910688E0,-1.275972724E0,5.428118229E0,5.563312769E-1
4.512018466E0,-1.266999602E0,5.389832973E0,4.899304509E-1
4.514121535E0,-1.257428288E0,5.361119270E0,4.899304509E-1
4.516219892E0,-1.257428288E0,5.341976643E0,4.713860750E-1
4.518310326E0,-1.238285661E0,5.322834015E0,4.618147612E-1
4.520421451E0,-1.243071318E0,5.318048477E0,4.761717021E-1
4.522521518E0,-1.233500123E0,5.294120312E0,5.096712112E-1
4.524621636E0,-1.209571838E0,5.313262463E0,5.431707501E-1
4.526711866E0,-1.199402332E0,5.332405090E0,5.617151260E-1
4.528822779E0,-1.194616675E0,5.413761139E0,5.994020700E-1
4.530923658E0,-1.184447169E0,5.485546112E0,6.514459848E-1
4.533027449E0,-1.145563841E0,5.585446358E0,7.124629617E-1
4.535124414E0,-1.101894855E0,5.709274769E0,7.926225066E-1
4.537223545E0,-1.024726272E0,5.804987907E0,8.871390224E-1
4.539319492E0,-9.427721500E-1,5.900102615E0,9.625129104E-1
4.541426100E0,-8.368897438E-1,5.966503143E0,1.009172916E0
4.543526595E0,-7.070791125E-1,6.037689686E0,1.036690354E0
4.545628788E0,-5.778666735E-1,6.104090691E0,1.040877819E0
4.547728754E0,-4.725824594E-1,6.170491219E0,1.001396298E0
4.549829420E0,-3.577269912E-1,6.236892223E0,9.625129104E-1
4.551928888E0,-2.189432681E-1,6.317649841E0,8.799605370E-1
4.554029545E0,-8.494520187E-2,6.389434814E0,8.075776696E-1
4.556129603E0,4.426721856E-2,6.451049805E0,7.298108935E-1
4.558226608E0,1.776670814E-1,6.483951092E0,6.622136831E-1
4.560315363E0,2.829512656E-1,6.531209469E0,5.563312769E-1
4.562431838E0,3.828516304E-1,6.568896294E0,4.408775866E-1
4.564532302E0,4.396811724E-1,6.616752625E0,3.158525825E-1
4.566637557E0,4.731806815E-1,6.659823418E0,2.584248483E-1
4.568728439E0,5.018945336E-1,6.702296257E0,2.051845491E-1
4.570815464E0,5.258227587E-1,6.716653347E0,1.908276081E-1
4.572934768E0,5.353940725E-1,6.702296257E0,2.051845491E-1
4.575033086E0,5.258227587E-1,6.683153629E0,2.243271172E-1
4.577138393E0,4.540380836E-1,6.674180508E0,2.632105052E-1
4.579235286E0,4.115654826E-1,6.645466805E0,3.206382394E-1
4.581340825E0,3.732803464E-1,6.583253384E0,4.169493318E-1
4.583439000E0,3.547359705E-1,6.516852379E0,5.419743061E-1
4.585538376E0,3.403790295E-1,6.435496330E0,6.526423693E-1
4.587637274E0,3.314059377E-1,6.373282909E0,7.441678643E-1
4.589738256E0,3.457628787E-1,6.311069489E0,7.878368497E-1
4.591839248E0,3.744767308E-1,6.291927338E0,8.261220455E-1
4.593940445E0,4.175475538E-1,6.291927338E0,8.117650747E-1
4.596040278E0,4.941178858E-1,6.296712875E0,8.015955687E-1
4.598141140E0,5.515456200E-1,6.310471535E0,7.968099117E-1
4.600242437E0,6.424728632E-1,6.348756790E0,7.627122402E-1
4.602339371E0,7.286145091E-1,6.333801746E0,7.004988194E-1
4.604432469E0,8.285148144E-1,6.352943897E0,5.850451589E-1
4.606542781E0,9.379864931E-1,6.376274109E0,4.414757788E-1
4.608643591E0,1.018744230E0,6.394818306E0,3.308077157E-1
4.610746567E0,1.104885817E0,6.461817741E0,2.440679073E-1
4.612847326E0,1.181456208E0,6.533003807E0,1.764706671E-1
4.614956162E0,1.262812138E0,6.623332977E0,1.178465188E-1
4.617047033E0,1.305882931E0,6.695117950E0,8.853443712E-2
4.619146236E0,1.339382529E0,6.818946362E0,3.469592705E-2
4.621244187E0,1.348953724E0,6.919445038E0,-2.871387079E-2
4.623347011E0,1.344168067E0,6.996015072E0,-7.238288224E-2
4.625448106E0,1.344168067E0,7.058228493E0,-8.255238086E-2
4.627549028E0,1.310668588E0,7.077371120E0,-1.064806059E-1
4.629649196E0,1.291526079E0,7.063014030E0,-1.016949639E-1
4.631750372E0,1.234098315E0,7.010372162E0,-4.366901144E-2
4.633851039E0,1.186241865E0,6.939185619E0,1.974078640E-2
4.635946885E0,1.128814101E0,6.857829571E0,1.112662554E-1
4.638035976E0,1.081555843E0,6.767500877E0,1.938186288E-1
4.640153103E0,1.028913736E0,6.686144829E0,2.422732860E-1
4.642252437E0,9.667003751E-1,6.595815659E0,2.913261652E-1
4.644356340E0,9.038887620E-1,6.519843578E0,3.254238665E-1
4.646448107E0,8.416753411E-1,6.471987247E0,3.355933726E-1
4.648539619E0,7.890332937E-1,6.419943333E0,3.457628787E-1
4.650655779E0,7.363911867E-1,6.381658077E0,3.367897868E-1
4.652755378E0,6.879364848E-1,6.343372822E0,2.656033039E-1
4.654859463E0,6.299105883E-1,6.286543369E0,2.135594189E-1
4.656953172E0,5.964110494E-1,6.248258114E0,1.758724600E-1
4.659043973E0,5.527420044E-1,6.162714481E0,1.573280841E-1
4.661157823E0,5.383850932E-1,6.090929985E0,1.680957973E-1
4.663257667E0,5.431707501E-1,6.009573936E0,1.447657645E-1
4.665361895E0,5.473581553E-1,5.924030781E0,1.453639716E-1
4.667457812E0,5.856433511E-1,5.837889194E0,1.220339537E-1
4.669550117E0,6.239284873E-1,5.799005508E0,1.178465188E-1
4.671660590E0,6.807580590E-1,5.784648895E0,6.041877344E-2
4.673757586E0,7.286145091E-1,5.808577061E0,-2.392822644E-3
4.675853381E0,7.950153351E-1,5.841478348E0,-7.896314561E-2
4.677961382E0,8.380861282E-1,5.898906231E0,-1.657029688E-1
4.680059577E0,8.620143533E-1,5.975476265E0,-2.380858511E-1
4.682155158E0,9.337990284E-1,6.041877270E0,-3.206382394E-1
4.684264208E0,9.954141974E-1,6.075376511E0,-4.259224236E-1
4.686363930E0,1.066600680E0,6.084349632E0,-5.174478889E-1
4.688466876E0,1.147956610E0,6.089135647E0,-5.605186820E-1
4.690565956E0,1.210170031E0,6.112465382E0,-5.754738450E-1
4.692670896E0,1.277169108E0,6.141179085E0,-5.419743061E-1
4.694766783E0,1.349551916E0,6.178866386E0,-4.707878530E-1
4.696866595E0,1.378864050E0,6.226722717E0,-4.043870270E-1
4.698966052E0,1.422533035E0,6.269793510E0,-3.236292601E-1
4.701068570E0,1.447059512E0,6.293123722E0,-2.476571500E-1
4.703168353E0,1.494915962E0,6.269195557E0,-1.615155339E-1
4.705267464E0,1.567298889E0,6.240481377E0,-6.580262631E-2
4.707368447E0,1.619940877E0,6.192625046E0,1.196411322E-3
4.709468412E0,1.682752490E0,6.183053493E0,6.819544733E-2
4.711570646E0,1.754537225E0,6.177670002E0,1.016949639E-1
4.713671263E0,1.807179332E0,6.201598167E0,1.393819153E-1
4.715772591E0,1.846062660E0,6.224927902E0,1.292124242E-1
4.717873065E0,1.889133453E0,6.253642082E0,1.148554832E-1
4.719972562E0,1.945963025E0,6.258427620E0,6.221338734E-2
4.722073047E0,1.969292998E0,6.205785751E0,-2.392822690E-2
4.724170754E0,2.021337032E0,6.095715523E0,-1.040877849E-1
4.726263904E0,2.059023857E0,6.004788399E0,-1.800599098E-1
4.728374806E0,2.106880426E0,5.899504185E0,-2.171486616E-1
4.730475747E0,2.134995937E0,5.779862881E0,-2.303091735E-1
4.732578764E0,2.154138565E0,5.689534187E0,-2.105683982E-1
4.734675597E0,2.154138565E0,5.632106304E0,-1.908276081E-1
4.736766905E0,2.125424623E0,5.574678421E0,-1.806581169E-1
4.738878153E0,2.096710920E0,5.574678421E0,-1.710868180E-1
4.740978077E0,2.063211441E0,5.574678421E0,-1.710868180E-1
4.743081022E0,2.024327993E0,5.551348686E0,-1.848455518E-1
4.745178994E0,2.019542217E0,5.508277893E0,-1.752742529E-1
4.747280048E0,2.048256159E0,5.489135265E0,-1.896311939E-1
4.749381061E0,2.062613010E0,5.465207100E0,-2.512463629E-1
4.751482014E0,2.100300074E0,5.469992638E0,-3.421736360E-1
4.753581765E0,2.137987137E0,5.493322372E0,-4.815555513E-1
4.755681670E0,2.180459738E0,5.526822090E0,-6.394818425E-1
4.757779632E0,2.256431818E0,5.578866005E0,-7.788637877E-1
4.759872720E0,2.352144718E0,5.641079426E0,-8.895317912E-1
4.761983581E0,2.457428932E0,5.717051506E0,-9.529415965E-1
4.764083730E0,2.586043119E0,5.797809124E0,-1.030110121E0
4.766185760E0,2.710469961E0,5.878567219E0,-1.093519926E0
4.768281952E0,2.839682341E0,5.944967747E0,-1.137787223E0
4.770373565E0,2.955136061E0,6.044867992E0,-1.162911773E0
4.772486795E0,3.079562664E0,6.154339790E0,-1.140179992E0
4.774587860E0,3.190230846E0,6.282954216E0,-1.084546804E0
4.776690389E0,3.306282759E0,6.421139717E0,-9.996016622E-1
4.778787384E0,3.402593851E0,6.573681831E0,-9.104689956E-1
4.780886484E0,3.479762316E0,6.711867332E0,-8.261220455E-1
4.782986725E0,3.576073408E0,6.802196503E0,-7.794619799E-1
4.785080251E0,3.634099483E0,6.878767014E0,-7.178468108E-1
4.787190440E0,3.706482172E0,6.921239376E0,-6.759724021E-1
4.789290526E0,3.778865099E0,6.945167542E0,-5.898307562E-1
4.791393452E0,3.860819340E0,6.963712215E0,-4.660021961E-1
4.793492096E0,3.961916208E0,6.977470875E0,-3.326023519E-1
4.795592814E0,4.000799656E0,7.044469833E0,-2.285145670E-1
4.797692749E0,4.039682865E0,7.096513748E0,-1.668993831E-1
4.799793436E0,4.044468403E0,7.158727169E0,-1.722832322E-1
4.801892141E0,4.077968121E0,7.206583500E0,-2.249253243E-1
4.803984253E0,4.077369690E0,7.197012424E0,-2.679961324E-1
4.806095429E0,4.091726780E0,7.197012424E0,-3.062812984E-1
4.808195212E0,4.106083870E0,7.149155617E0,-3.056831062E-1
4.810299917E0,4.120440483E0,7.067800045E0,-2.667997181E-1
4.812401947E0,4.144368649E0,7.000801086E0,-1.902294010E-1
4.814497233E0,4.168895245E0,6.924230576E0,-8.913264424E-2
4.816598257E0,4.221537113E0,6.862017155E0,2.392822644E-3
4.818697877E0,4.284348965E0,6.842874527E0,9.332008660E-2
4.820798838E0,4.361517429E0,6.894918442E0,1.926222295E-1
4.822897482E0,4.423730850E0,6.971488953E0,2.207378894E-1
4.824990439E0,4.524827480E0,7.076174736E0,2.243271172E-1
4.827100618E0,4.634897232E0,7.161718369E0,1.848455518E-1
4.829200828E0,4.754538536E0,7.232904434E0,1.220339537E-1
4.831304271E0,4.887938499E0,7.261020184E0,2.093719877E-2
4.833401918E0,5.031507969E0,7.298707485E0,-3.230310604E-2
4.835502809E0,5.170291424E0,7.312466145E0,-3.768695518E-2
4.837605287E0,5.338387489E0,7.359724045E0,-1.974078640E-2
4.839704295E0,5.506483078E0,7.402196884E0,2.751746029E-2
4.841805258E0,5.669195175E0,7.478168964E0,6.460621208E-2
4.843904216E0,5.822933674E0,7.587640762E0,7.238288224E-2
4.846001059E0,5.956932068E0,7.687541008E0,3.290131316E-2
4.848088950E0,6.081358910E0,7.782655716E0,-6.580262445E-3
4.850207439E0,6.187241077E0,7.896913052E0,-2.691925503E-2
4.852307893E0,6.278766632E0,8.020741463E0,1.914258115E-2
4.854411755E0,6.384648800E0,8.149355888E0,1.040877849E-1
4.856507967E0,6.443273067E0,8.282755852E0,2.267199457E-1
