"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.262332120E0,-1.145219564E0,7.649559975E-1,4.978551716E-2
2.264433418E0,-1.161102057E0,7.528914213E-1,5.238169432E-2
2.266535297E0,-1.175610185E0,7.382306457E-1,5.864306539E-2
2.268633747E0,-1.186452985E0,7.163922191E-1,7.208210230E-2
2.270733376E0,-1.200961113E0,6.811147332E-1,8.781187981E-2
2.272831795E0,-1.209360480E0,6.433938146E-1,1.122464910E-1
2.274924660E0,-1.217607141E0,5.997169614E-1,1.414152980E-1
2.277034219E0,-1.225853801E0,5.510004759E-1,1.707368344E-1
2.279134967E0,-1.229213595E0,5.012149215E-1,2.070833147E-1
2.281239947E0,-1.233947754E0,4.463897645E-1,2.423607856E-1
2.283337085E0,-1.233642340E0,3.880521357E-1,2.800817192E-1
2.285437458E0,-1.230893493E0,3.297145069E-1,3.176499307E-1
2.287539163E0,-1.225853801E0,2.736676335E-1,3.527746797E-1
2.289638680E0,-1.220661521E0,2.189951837E-1,3.856086731E-1
2.291739378E0,-1.214400053E0,1.715004146E-1,4.170682430E-1
2.293839445E0,-1.205695271E0,1.276708394E-1,4.448626041E-1
2.295940754E0,-1.195768714E0,9.239336848E-2,4.703662395E-1
2.298042245E0,-1.189507365E0,6.200282276E-2,4.897612035E-1
2.300141345E0,-1.187063932E0,3.649919853E-2,5.067127347E-1
2.302242064E0,-1.185689449E0,9.773843922E-3,5.163338780E-1
2.304342650E0,-1.193019867E0,-1.084285788E-2,5.212207437E-1
2.306440663E0,-1.201571941E0,-2.061670274E-2,5.212207437E-1
2.308533955E0,-1.213789225E0,-2.657263726E-2,5.164865851E-1
2.310644133E0,-1.230740786E0,-3.023782931E-2,5.093088746E-1
2.312745401E0,-1.241736293E0,-3.390302137E-2,5.080871582E-1
2.314848703E0,-1.255175352E0,-4.352414981E-2,5.033529401E-1
2.316947459E0,-1.271057844E0,-5.436700583E-2,4.862487316E-1
2.319052958E0,-1.278540969E0,-5.787948146E-2,4.668537676E-1
2.321146870E0,-1.279915452E0,-5.299255997E-2,4.448626041E-1
2.323245442E0,-1.276555657E0,-4.199698567E-2,4.216497242E-1
2.325336140E0,-1.273043156E0,-3.466660157E-2,3.972151279E-1
2.327448720E0,-1.262353063E0,-2.733621933E-2,3.762930036E-1
2.329549814E0,-1.250288486E0,-1.756237634E-2,3.555235863E-1
2.331653838E0,-1.238223910E0,1.985311974E-3,3.384193480E-1
2.333749939E0,-1.226159215E0,2.871066704E-2,3.249803185E-1
2.335849182E0,-1.214094639E0,5.665775016E-2,3.164281845E-1
2.337951793E0,-1.200808406E0,8.689557761E-2,3.115412891E-1
2.340059031E0,-1.188591003E0,1.148426682E-1,3.103195429E-1
2.342153137E0,-1.176373720E0,1.293507218E-1,3.138320148E-1
2.344253224E0,-1.167821646E0,1.305724531E-1,3.187189400E-1
2.346352041E0,-1.165378213E0,1.256855279E-1,3.236058652E-1
2.348455068E0,-1.167821646E0,1.099557430E-1,3.283400834E-1
2.350552306E0,-1.174999356E0,9.407325089E-2,3.356704414E-1
2.352645792E0,-1.188285589E0,7.834346592E-2,3.455969989E-1
2.354756348E0,-1.204015374E0,6.368270516E-2,3.541491330E-1
2.356856354E0,-1.220966935E0,4.673119262E-2,3.701843321E-1
2.358959656E0,-1.241583586E0,2.840523422E-2,3.862195611E-1
2.361059204E0,-1.254717231E0,4.581489484E-4,4.033237696E-1
2.363166525E0,-1.268003583E0,-2.993239649E-2,4.216497242E-1
2.365259755E0,-1.276402950E0,-6.383541971E-2,4.410447180E-1
2.367359569E0,-1.282358885E0,-1.088867337E-1,4.567744732E-1
2.369457835E0,-1.280984402E0,-1.562287807E-1,4.725042582E-1
2.371559266E0,-1.274875760E0,-1.999056488E-1,4.833471179E-1
2.373658468E0,-1.265101910E0,-2.412917763E-1,4.928155243E-1
2.375761536E0,-1.249372125E0,-2.837468982E-1,4.986187518E-1
2.377862254E0,-1.233489633E0,-3.202461004E-1,4.983133376E-1
2.379963124E0,-1.213025689E0,-3.517056704E-1,4.931209683E-1
2.382063752E0,-1.192408919E0,-3.784310222E-1,4.842634201E-1
2.384162009E0,-1.173014045E0,-4.002694488E-1,4.680754840E-1
2.386258882E0,-1.154993415E0,-4.172209501E-1,4.483750761E-1
2.388364239E0,-1.135751247E0,-4.219551682E-1,4.260784984E-1
2.390465037E0,-1.117730737E0,-4.279111028E-1,4.002694488E-1
2.392566997E0,-1.099710107E0,-4.338670373E-1,3.756821156E-1
2.394669476E0,-1.084133148E0,-4.375322461E-1,3.486513495E-1
2.396778403E0,-1.073442936E0,-4.459316432E-1,3.228422701E-1
2.398868267E0,-1.066418052E0,-4.566217661E-1,2.933680415E-1
2.400967662E0,-1.062905550E0,-4.711298347E-1,2.663372457E-1
2.403065055E0,-1.065654397E0,-4.807509482E-1,2.382374406E-1
2.405167482E0,-1.078024387E0,-4.830417037E-1,2.115120888E-1
2.407270113E0,-1.095281363E0,-4.793764949E-1,1.847867370E-1
2.409368968E0,-1.117425203E0,-4.767803252E-1,1.592831165E-1
2.411470928E0,-1.143081546E0,-4.705189466E-1,1.388191283E-1
2.413571493E0,-1.169959664E0,-4.631885588E-1,1.220203340E-1
2.415670351E0,-1.201571941E0,-4.570799172E-1,1.101084575E-1
2.417762189E0,-1.235780358E0,-4.581489265E-1,9.941831976E-2
2.419873597E0,-1.268614411E0,-4.630358517E-1,9.346238524E-2
2.421974540E0,-1.303891897E0,-4.714352489E-1,9.010262042E-2
2.424076336E0,-1.341612816E0,-4.834998548E-1,9.285151958E-2
2.426174227E0,-1.376737595E0,-5.053382516E-1,9.682214260E-2
2.428271954E0,-1.410793304E0,-5.308418870E-1,1.055269688E-1
2.430365622E0,-1.444696307E0,-5.587889552E-1,1.166752651E-1
2.432477571E0,-1.473865151E0,-5.891795158E-1,1.290452778E-1
2.434577089E0,-1.495703578E0,-6.316346526E-1,1.412625909E-1
2.436679608E0,-1.514945865E0,-6.740897894E-1,1.534798890E-1
2.438777001E0,-1.534493446E0,-7.118107080E-1,1.608102769E-1
2.440877250E0,-1.541671157E0,-7.530441284E-1,1.669189334E-1
2.442979565E0,-1.549001575E0,-7.954992652E-1,1.679879427E-1
2.445079307E0,-1.552666783E0,-8.281805515E-1,1.678352207E-1
2.447180514E0,-1.556331873E0,-8.475755453E-1,1.641700417E-1
2.449281832E0,-1.551597714E0,-8.645270467E-1,1.591303945E-1
2.451381492E0,-1.544420004E0,-8.828529716E-1,1.528690308E-1
2.453481976E0,-1.534646153E0,-8.973610401E-1,1.429424733E-1
2.455581759E0,-1.520290852E0,-9.106473923E-1,1.281289905E-1
2.457682509E0,-1.505782843E0,-9.275988936E-1,1.133155003E-1
2.459783063E0,-1.488983989E0,-9.517280459E-1,9.224065393E-2
2.461881147E0,-1.466076612E0,-9.699012637E-1,6.872233748E-2
2.463974266E0,-1.443321824E0,-9.807441235E-1,3.924809024E-2
2.466084303E0,-1.420414448E0,-9.891435504E-1,5.955935922E-3
2.468184176E0,-1.400103092E0,-9.987646937E-1,-3.222314268E-2
2.470288607E0,-1.377348423E0,-1.003498912E0,-7.391469181E-2
2.472383955E0,-1.358258843E0,-1.004415154E0,-1.192714423E-1
2.474477135E0,-1.339169383E0,-1.009149432E0,-1.647808999E-1
2.476587619E0,-1.322523236E0,-1.018770456E0,-2.101376504E-1
2.478688093E0,-1.307251573E0,-1.025795460E0,-2.579378486E-1
2.480791507E0,-1.295492411E0,-1.029307961E0,-3.045163155E-1
2.482893619E0,-1.288467526E0,-1.035263896E0,-3.486513495E-1
2.485002668E0,-1.289994717E0,-1.043510556E0,-3.901901841E-1
2.487091028E0,-1.291521788E0,-1.049466491E0,-4.268420935E-1
2.489191563E0,-1.299157619E0,-1.052978992E0,-4.622722864E-1
2.491288180E0,-1.306640744E0,-1.056491494E0,-4.914411008E-1
2.493392011E0,-1.320385218E0,-1.063669086E0,-5.183191895E-1
2.495492862E0,-1.335045934E0,-1.069625020E0,-5.401576161E-1
2.497593673E0,-1.349859476E0,-1.067181587E0,-5.571091175E-1
2.499694593E0,-1.364520192E0,-1.061072946E0,-5.716171265E-1
2.501791548E0,-1.382846236E0,-1.057255030E0,-5.800165534E-1
2.503882409E0,-1.402393937E0,-1.054811597E0,-5.884159207E-1
2.505982985E0,-1.423010588E0,-1.051146388E0,-5.966626406E-1
2.508085850E0,-1.445001721E0,-1.047481179E0,-6.001750827E-1
2.510199110E0,-1.465618491E0,-1.048702955E0,-6.024658680E-1
2.512296706E0,-1.486387849E0,-1.055880547E0,-6.035348773E-1
2.514390558E0,-1.505782843E0,-1.057102323E0,-5.997169614E-1
2.516498174E0,-1.519069195E0,-1.055880547E0,-5.934556127E-1
2.518593185E0,-1.528690219E0,-1.059545755E0,-5.847507715E-1
2.520701918E0,-1.532355428E0,-1.061989188E0,-5.749769211E-1
2.522799279E0,-1.527315855E0,-1.065654397E0,-5.641340613E-1
2.524899836E0,-1.512655020E0,-1.077871680E0,-5.569564104E-1
2.526996841E0,-1.490816593E0,-1.101084590E0,-5.487096906E-1
2.529088516E0,-1.461647868E0,-1.130253434E0,-5.441282392E-1
2.531192509E0,-1.425148606E0,-1.154535294E0,-5.421429276E-1
2.533303665E0,-1.381319046E0,-1.181260705E0,-5.401576161E-1
2.535405614E0,-1.332755208E0,-1.211651206E0,-5.407684445E-1
2.537506434E0,-1.280526280E0,-1.243263483E0,-5.438227654E-1
2.539604832E0,-1.218523502E0,-1.271210551E0,-5.432119370E-1
2.541706435E0,-1.156673312E0,-1.296714187E0,-5.451972485E-1
2.543805058E0,-1.089783549E0,-1.329548240E0,-5.433646441E-1
2.545905614E0,-1.020450354E0,-1.364825726E0,-5.392413139E-1
2.548006170E0,-9.463829994E-1,-1.395216227E0,-5.340489149E-1
2.550108210E0,-8.672759533E-1,-1.429271936E0,-5.274821520E-1
2.552206924E0,-7.893906236E-1,-1.468214631E0,-5.210680366E-1
2.554308121E0,-7.104362845E-1,-1.507157326E0,-5.169447064E-1
2.556409104E0,-6.302602291E-1,-1.538769603E0,-5.129740834E-1
2.558509527E0,-5.487096906E-1,-1.564425945E0,-5.076290369E-1
2.560609624E0,-4.734205604E-1,-1.594816446E0,-5.048801303E-1
2.562710423E0,-4.028656185E-1,-1.619251013E0,-5.018258095E-1
2.564811488E0,-3.371976018E-1,-1.632690072E0,-4.989241958E-1
2.566912176E0,-2.788599730E-1,-1.642463923E0,-4.969388843E-1
2.569011582E0,-2.290744632E-1,-1.653306842E0,-4.951062799E-1
2.571109461E0,-1.876883507E-1,-1.659415483E0,-4.929682612E-1
2.573202622E0,-1.536326110E-1,-1.654681206E0,-4.944954216E-1
2.575314072E0,-1.281289905E-1,-1.648572564E0,-4.922046661E-1
2.577414079E0,-1.110247597E-1,-1.641394973E0,-4.923573732E-1
2.579516993E0,-1.001819000E-1,-1.636507988E0,-4.937318265E-1
2.581615067E0,-9.773843735E-2,-1.624443412E0,-4.960225821E-1
2.583714046E0,-1.014036313E-1,-1.606117487E0,-4.984660447E-1
2.585806077E0,-1.099557430E-1,-1.595274568E0,-4.995350540E-1
2.587919196E0,-1.244637966E-1,-1.579392076E0,-4.993823469E-1
2.590025019E0,-1.426370293E-1,-1.561218858E0,-5.015203953E-1
2.592110052E0,-1.646281779E-1,-1.545489073E0,-5.024366379E-1
2.594214178E0,-1.913535446E-1,-1.535715222E0,-5.035057068E-1
2.596310227E0,-2.180788964E-1,-1.534493446E0,-4.995350540E-1
2.598421220E0,-2.472477108E-1,-1.535715222E0,-4.955644310E-1
2.600521867E0,-2.787072659E-1,-1.545336366E0,-4.893030524E-1
2.602621751E0,-3.090978265E-1,-1.557553649E0,-4.816672504E-1
2.604720435E0,-3.394883573E-1,-1.568396568E0,-4.754058719E-1
2.606821397E0,-3.648392558E-1,-1.579239368E0,-4.691445231E-1
2.608922380E0,-3.903428912E-1,-1.590234995E0,-4.615086913E-1
2.611022986E0,-4.121813178E-1,-1.603521228E0,-4.589125216E-1
2.613123724E0,-4.292855561E-1,-1.616960287E0,-4.564690590E-1
2.615224036E0,-4.425718784E-1,-1.627803206E0,-4.563163519E-1
2.617325518E0,-4.511239827E-1,-1.637577057E0,-4.550946057E-1
2.619422563E0,-4.535674453E-1,-1.647198081E0,-4.587597847E-1
2.621515611E0,-4.511239827E-1,-1.653306842E0,-4.625777006E-1
2.623626797E0,-4.427245855E-1,-1.655597568E0,-4.711298347E-1
2.625726925E0,-4.343251884E-1,-1.653154016E0,-4.798346460E-1
2.627827563E0,-4.210388660E-1,-1.656819224E0,-4.871650338E-1
2.629917334E0,-4.040873647E-1,-1.656819224E0,-4.934264123E-1
2.632028826E0,-3.859141171E-1,-1.655597568E0,-5.021312237E-1
2.634129697E0,-3.677408695E-1,-1.653154016E0,-5.096143484E-1
2.636231778E0,-3.446807265E-1,-1.654375792E0,-5.160284042E-1
2.638333280E0,-3.216205537E-1,-1.660484433E0,-5.210680366E-1
2.640444495E0,-2.948952019E-1,-1.664149642E0,-5.274821520E-1
2.642531399E0,-2.657263875E-1,-1.664149642E0,-5.314527750E-1
2.644631416E0,-2.330450863E-1,-1.669036508E0,-5.366451144E-1
2.646729632E0,-2.014328092E-1,-1.675145268E0,-5.369505286E-1
2.648836342E0,-1.698205322E-1,-1.675145268E0,-5.396994352E-1
2.650929644E0,-1.394299865E-1,-1.671480060E0,-5.398521423E-1
2.653033617E0,-1.102611795E-1,-1.672701716E0,-5.413793325E-1
2.655131295E0,-8.353582025E-2,-1.673923492E0,-5.392413139E-1
2.657234108E0,-5.925392732E-2,-1.674076200E0,-5.369505286E-1
2.659334032E0,-3.497203439E-2,-1.674076200E0,-5.360342264E-1
2.661436205E0,-1.420261711E-2,-1.683850050E0,-5.313000679E-1
2.663537147E0,2.748893574E-3,-1.700801611E0,-5.291619897E-1
2.665637540E0,2.107485011E-2,-1.721418262E0,-5.293147564E-1
2.667739022E0,3.436116874E-2,-1.738522530E0,-5.282457471E-1
2.669837939E0,4.535674304E-2,-1.756695747E0,-5.285511613E-1
2.671941912E0,5.619960278E-2,-1.777312398E0,-5.299255848E-1
2.674051278E0,6.841690838E-2,-1.799150825E0,-5.313000679E-1
2.676140134E0,8.048149943E-2,-1.814880610E0,-5.338962078E-1
2.678240182E0,9.621127695E-2,-1.829541445E0,-5.340489149E-1
2.680337685E0,1.108720452E-1,-1.845271230E0,-5.367978215E-1
2.682437193E0,1.266018152E-1,-1.858557463E0,-5.406157374E-1
2.684526283E0,1.423316002E-1,-1.868331313E0,-5.456553698E-1
2.686642912E0,1.580613852E-1,-1.874439955E0,-5.531384945E-1
2.688743193E0,1.701259762E-1,-1.874287248E0,-5.606215596E-1
2.690848478E0,1.846340150E-1,-1.870622039E0,-5.717698932E-1
2.692941394E0,1.907426715E-1,-1.862222672E0,-5.815436840E-1
2.695034636E0,2.003637999E-1,-1.851227164E0,-5.900958180E-1
2.697145232E0,2.075414658E-1,-1.835497379E0,-5.974262357E-1
2.699245929E0,2.173153162E-1,-1.815949678E0,-6.035348773E-1
2.701349872E0,2.293798923E-1,-1.801441550E0,-6.073527932E-1
2.703447295E0,2.391537428E-1,-1.784490108E0,-6.097962260E-1
2.705545419E0,2.487748712E-1,-1.762651682E0,-6.134614348E-1
2.707637928E0,2.609921694E-1,-1.738369823E0,-6.110179424E-1
2.709748310E0,2.719877362E-1,-1.716531396E0,-6.122397184E-1
2.711848916E0,2.817615867E-1,-1.695914626E0,-6.122397184E-1
2.713952544E0,2.901609838E-1,-1.672854424E0,-6.122397184E-1
2.716048990E0,2.974913716E-1,-1.649794340E0,-6.097962260E-1
2.718145507E0,3.048217595E-1,-1.632842779E0,-6.084218025E-1
2.720251300E0,3.110831380E-1,-1.620778203E0,-6.024658680E-1
2.722352375E0,3.171917796E-1,-1.606270194E0,-5.974262357E-1
2.724453816E0,3.257438838E-1,-1.590540409E0,-5.902485251E-1
2.726551259E0,3.306308091E-1,-1.584431767E0,-5.829181671E-1
2.728649566E0,3.367394805E-1,-1.584431767E0,-5.780312419E-1
2.730743896E0,3.416263759E-1,-1.582141042E0,-5.707008839E-1
2.732854970E0,3.466660380E-1,-1.583362699E0,-5.659666657E-1
2.734956329E0,3.515529633E-1,-1.589471340E0,-5.586362481E-1
2.737058085E0,3.491095006E-1,-1.600314260E0,-5.549710989E-1
2.739154439E0,3.466660380E-1,-1.607644558E0,-5.488623977E-1
2.741247660E0,3.407101035E-1,-1.614974976E0,-5.451972485E-1
2.743357239E0,3.297145069E-1,-1.623374343E0,-5.427537560E-1
2.745457733E0,3.152064681E-1,-1.634369969E0,-5.413793325E-1
2.747558197E0,2.993239760E-1,-1.640325904E0,-5.412266254E-1
2.749648263E0,2.848159075E-1,-1.645212770E0,-5.424483418E-1
2.751757649E0,2.701551616E-1,-1.654833913E0,-5.447390676E-1
2.753860127E0,2.579378486E-1,-1.665829539E0,-5.459607840E-1
2.755965261E0,2.518292069E-1,-1.673159957E0,-5.445863605E-1
2.758070313E0,2.506074607E-1,-1.682780981E0,-5.447390676E-1
2.760159087E0,2.506074607E-1,-1.692554832E0,-5.459607840E-1
2.762252329E0,2.554943860E-1,-1.700954318E0,-5.484042764E-1
2.764360758E0,2.616030276E-1,-1.703397751E0,-5.522221923E-1
2.766463705E0,2.724458873E-1,-1.700954318E0,-5.571091175E-1
2.768567943E0,2.857322097E-1,-1.694845676E0,-5.633704662E-1
2.770664429E0,3.039054573E-1,-1.682780981E0,-5.696318150E-1
2.772765503E0,3.245221674E-1,-1.668120265E0,-5.771149397E-1
2.774865865E0,3.488040566E-1,-1.651168704E0,-5.809328556E-1
2.776966452E0,3.767511547E-1,-1.632995486E0,-5.871942043E-1
2.779066397E0,4.046982229E-1,-1.613600492E0,-5.922338367E-1
2.781166860E0,4.375322461E-1,-1.596649051E0,-5.997169614E-1
2.783265951E0,4.677700698E-1,-1.577254057E0,-6.061310172E-1
2.785361492E0,5.030475259E-1,-1.556637406E0,-6.111706495E-1
2.787467683E0,5.346598029E-1,-1.536020637E0,-6.149885654E-1
2.789568237E0,5.673410892E-1,-1.515403986E0,-6.201809645E-1
2.791671540E0,6.013968587E-1,-1.491122007E0,-6.215553880E-1
2.793773408E0,6.317873597E-1,-1.468061924E0,-6.229298115E-1
2.795882529E0,6.611089110E-1,-1.442710996E0,-6.206390858E-1
2.797971579E0,6.914994717E-1,-1.407586217E0,-6.195700765E-1
2.800072306E0,7.194465399E-1,-1.368796349E0,-6.148358583E-1
2.802170858E0,7.451028824E-1,-1.327562928E0,-6.099489331E-1
2.804273581E0,7.646505833E-1,-1.289994717E0,-6.050620079E-1
2.806373953E0,7.854200006E-1,-1.252426505E0,-5.989533663E-1
2.808474235E0,8.023715019E-1,-1.219592452E0,-5.940664411E-1
2.810574789E0,8.145887852E-1,-1.190576315E0,-5.916230083E-1
2.812675803E0,8.243626356E-1,-1.163851023E0,-5.891795158E-1
2.814776154E0,8.268061280E-1,-1.143234253E0,-5.891795158E-1
2.816876843E0,8.281805515E-1,-1.121395826E0,-5.865833759E-1
2.818978375E0,8.232936263E-1,-1.099557400E0,-5.864306092E-1
2.821078136E0,8.171849847E-1,-1.080162525E0,-5.838344693E-1
2.823178865E0,8.087855577E-1,-1.063210964E0,-5.801692605E-1
2.825279359E0,7.979426980E-1,-1.041372538E0,-5.725334287E-1
2.827376721E0,7.834346890E-1,-1.019534111E0,-5.638286471E-1
2.829469738E0,7.713701129E-1,-1.002582550E0,-5.514585972E-1
2.831580466E0,7.580837607E-1,-9.856310487E-1,-5.377141237E-1
2.833681022E0,7.425066829E-1,-9.699012637E-1,-5.241223574E-1
2.835784822E0,7.255551815E-1,-9.517280459E-1,-5.080871582E-1
2.837883710E0,7.073819637E-1,-9.408851862E-1,-4.943426847E-1
2.839990429E0,6.893614531E-1,-9.275988936E-1,-4.819726646E-1
2.842083416E0,6.699664593E-1,-9.094256163E-1,-4.670064747E-1
2.844183290E0,6.543893814E-1,-8.936958313E-1,-4.546364546E-1
2.846280622E0,6.398813725E-1,-8.779660463E-1,-4.421137273E-1
2.848379204E0,6.302602291E-1,-8.610145450E-1,-4.297437072E-1
2.850469200E0,6.291912198E-1,-8.477282524E-1,-4.150829315E-1
2.852587872E0,6.317873597E-1,-8.403978348E-1,-4.004221559E-1
2.854687746E0,6.366742849E-1,-8.356636763E-1,-3.869831264E-1
2.856791029E0,6.476698518E-1,-8.332201838E-1,-3.785837293E-1
2.858887505E0,6.623306274E-1,-8.466592431E-1,-3.726277947E-1
2.860985334E0,6.806566119E-1,-8.527678847E-1,-3.666718602E-1
2.863078677E0,7.000515461E-1,-8.466592431E-1,-3.656028509E-1
2.865188957E0,7.206682563E-1,-8.382598162E-1,-3.669773042E-1
2.867290256E0,7.389942408E-1,-8.345946670E-1,-3.720169365E-1
2.869393577E0,7.583891749E-1,-8.272642493E-1,-3.795000315E-1
2.871489617E0,7.765624523E-1,-8.054258227E-1,-3.868304193E-1
2.873587212E0,7.947356701E-1,-7.787004709E-1,-3.955352604E-1
2.875691928E0,8.092437387E-1,-7.472409010E-1,-4.040873647E-1
2.877792534E0,8.261952400E-1,-7.119634151E-1,-4.101960063E-1
2.879893852E0,8.431467414E-1,-6.805039048E-1,-4.163046777E-1
2.881996280E0,8.602510095E-1,-6.501133442E-1,-4.248567820E-1
2.884106205E0,8.796459436E-1,-6.258314252E-1,-4.298964143E-1
2.886196201E0,9.014843702E-1,-6.015495658E-1,-4.323398769E-1
2.888295057E0,9.208793640E-1,-5.809328556E-1,-4.349360466E-1
2.890392967E0,9.428704977E-1,-5.652030706E-1,-4.314235747E-1
2.892496819E0,9.647089243E-1,-5.470298529E-1,-4.277583957E-1
2.894596917E0,9.854783416E-1,-5.264131427E-1,-4.193589985E-1
2.896697859E0,1.006247759E0,-5.047274232E-1,-4.085161388E-1
2.898797540E0,1.023504734E0,-4.853324294E-1,-3.950771093E-1
2.900898593E0,1.040609002E0,-4.636467099E-1,-3.805690408E-1
2.902999770E0,1.055269718E0,-4.442517459E-1,-3.646865487E-1
2.905097009E0,1.066418052E0,-4.273002446E-1,-3.475823104E-1
2.907190098E0,1.072679400E0,-4.152356386E-1,-3.329215646E-1
2.909300266E0,1.072679400E0,-4.031710625E-1,-3.194825351E-1
2.911401045E0,1.069166899E0,-3.911064863E-1,-3.058907688E-1
2.913503859E0,1.063210964E0,-3.753767014E-1,-2.935207486E-1
2.915600671E0,1.056033254E0,-3.572034538E-1,-2.811507285E-1
2.917702183E0,1.047633886E0,-3.304781020E-1,-2.675589919E-1
2.919804945E0,1.040609002E0,-3.051272035E-1,-2.527455091E-1
2.921904595E0,1.037096500E0,-2.845104933E-1,-2.379320115E-1
2.924004582E0,1.033583999E0,-2.651155293E-1,-2.257147133E-1
2.926104782E0,1.029918790E0,-2.457205504E-1,-2.157881409E-1
2.928205998E0,1.025184631E0,-2.238821089E-1,-2.095267773E-1
2.930306787E0,1.019075990E0,-2.093740702E-1,-2.069306076E-1
2.932406590E0,1.012967348E0,-1.948660165E-1,-2.092213482E-1
2.934507348E0,1.004567862E0,-1.789835095E-1,-2.139555514E-1
2.936608729E0,9.923505783E-1,-1.595885456E-1,-2.235766798E-1
2.938710475E0,9.824240208E-1,-1.437060535E-1,-2.331978083E-1
2.940817479E0,9.689850211E-1,-1.314887404E-1,-2.464841306E-1
2.942909438E0,9.518807530E-1,-1.157589629E-1,-2.597704530E-1
2.945009821E0,9.359982610E-1,-9.987647086E-2,-2.692388594E-1
2.947108383E0,9.188940525E-1,-9.010262042E-2,-2.813034356E-1
2.949209254E0,8.981246352E-1,-8.399397135E-2,-2.921462953E-1
2.951303705E0,8.785769343E-1,-7.544185966E-2,-3.052799106E-1
2.953413152E0,8.626944423E-1,-6.200282276E-2,-3.161227703E-1
2.955512558E0,8.492553830E-1,-4.978551716E-2,-3.281873465E-1
2.957615819E0,8.382598162E-1,-4.123340547E-2,-3.390302062E-1
2.959714563E0,8.345946670E-1,-2.916881628E-2,-3.463605940E-1
2.961814560E0,8.344419003E-1,-1.328631863E-2,-3.523165286E-1
2.963915288E0,8.344419003E-1,-2.290744567E-3,-3.584251702E-1
2.966015284E0,8.405506015E-1,8.552113548E-3,-3.620903790E-1
2.968116654E0,8.501716852E-1,2.550362423E-2,-3.657555580E-1
2.970218857E0,8.562803864E-1,4.382958263E-2,-3.694207668E-1
2.972323420E0,8.672759533E-1,5.833763257E-2,-3.743076921E-1
2.974417496E0,8.744536042E-1,7.651086897E-2,-3.791945875E-1
2.976516689E0,8.830057383E-1,9.712757170E-2,-3.853032589E-1
2.978615800E0,8.926268220E-1,1.166752651E-1,-3.938553631E-1
2.980719274E0,9.010262489E-1,1.336267740E-1,-3.987422884E-1
2.982817469E0,9.095783234E-1,1.554652005E-1,-4.036292136E-1
2.984911118E0,9.144652486E-1,1.797471046E-1,-4.097378552E-1
2.987021898E0,9.216429591E-1,2.040289938E-1,-4.158465266E-1
2.989121436E0,9.240863919E-1,2.234239578E-1,-4.230241776E-1
2.991224401E0,9.288206100E-1,2.501493096E-1,-4.303545654E-1
2.993321477E0,9.288206100E-1,2.744311988E-1,-4.399756789E-1
2.995420233E0,9.312640429E-1,2.988658249E-1,-4.485278130E-1
2.997523881E0,9.286679029E-1,3.266601861E-1,-4.557054639E-1
2.999624141E0,9.298896194E-1,3.607159257E-1,-4.592179358E-1
3.001723546E0,9.288206100E-1,3.958406746E-1,-4.590652287E-1
3.003815395E0,9.275988936E-1,4.335615933E-1,-4.540255964E-1
3.005916032E0,9.277516007E-1,4.758640230E-1,-4.453207552E-1
3.008027055E0,9.254608750E-1,5.158756971E-1,-4.315762818E-1
3.010128689E0,9.207266569E-1,5.499314666E-1,-4.192062616E-1
3.012227595E0,9.159924388E-1,5.801692605E-1,-4.043927789E-1
3.014315588E0,9.075930119E-1,6.042984724E-1,-3.908010423E-1
3.016420640E0,8.955284357E-1,6.212499738E-1,-3.772092760E-1
3.018535214E0,8.834638596E-1,6.310238242E-1,-3.648392558E-1
3.020633124E0,8.701775670E-1,6.357579827E-1,-3.524692357E-1
3.022732530E0,8.605564237E-1,6.308710575E-1,-3.425426781E-1
3.024829525E0,8.521569967E-1,6.188064814E-1,-3.303253949E-1
3.026931780E0,8.449793458E-1,6.029239893E-1,-3.229950070E-1
3.029030586E0,8.449793458E-1,5.823072791E-1,-3.170390725E-1
3.031132799E0,8.523097038E-1,5.629123449E-1,-3.135266006E-1
3.033232581E0,8.620835543E-1,5.458080769E-1,-3.112358451E-1
3.035334001E0,8.790351152E-1,5.349652171E-1,-3.150537610E-1
3.037435229E0,8.984300494E-1,5.239696503E-1,-3.164281845E-1
3.039535946E0,9.202684760E-1,5.155702829E-1,-3.228422701E-1
3.041635464E0,9.445503950E-1,5.155702829E-1,-3.278819323E-1
3.043735074E0,9.688322544E-1,5.167919993E-1,-3.318525553E-1
3.045834317E0,9.941831827E-1,5.119050741E-1,-3.393356502E-1
3.047933459E0,1.018465042E0,5.045747161E-1,-3.469714522E-1
3.050029701E0,1.043968678E0,5.045747161E-1,-3.520110846E-1
3.052138700E0,1.065807104E0,5.057964325E-1,-3.596469164E-1
3.054239713E0,1.088867307E0,5.070181489E-1,-3.622430861E-1
3.056341031E0,1.108262300E0,5.106833577E-1,-3.636175394E-1
3.058439899E0,1.127810001E0,5.203045011E-1,-3.613267839E-1
3.060537228E0,1.143692493E0,5.311473012E-1,-3.565925956E-1
3.062630338E0,1.158200502E0,5.468770862E-1,-3.504839242E-1
3.064740435E0,1.171792269E0,5.542075038E-1,-3.408628106E-1
3.066841713E0,1.181566119E0,5.687155724E-1,-3.286454976E-1
3.068945219E0,1.185384035E0,5.832235813E-1,-3.164281845E-1
3.071047758E0,1.187827468E0,5.940664411E-1,-3.028364480E-1
