"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.799328697E1,1.553430319E0,-4.836525619E-1,-6.772968173E-1
1.799538217E1,1.589929461E0,-4.557054639E-1,-6.847799420E-1
1.799747434E1,1.627497673E0,-4.253149331E-1,-6.995934248E-1
1.799957596E1,1.665065885E0,-3.914119005E-1,-7.182248235E-1
1.800167771E1,1.702634096E0,-3.561344445E-1,-7.403686643E-1
1.800379137E1,1.736537218E0,-3.171917796E-1,-7.600690722E-1
1.800589091E1,1.767843962E0,-2.735149264E-1,-7.834346890E-1
1.800799210E1,1.793347597E0,-2.298380435E-1,-8.066475391E-1
1.801008647E1,1.816255093E0,-1.872301996E-1,-8.298604488E-1
1.801217380E1,1.833053827E0,-1.423316002E-1,-8.494081497E-1
1.801429114E1,1.842674971E0,-9.972374886E-2,-8.663596511E-1
1.801639066E1,1.847561955E0,-6.093380973E-2,-8.773552179E-1
1.801849506E1,1.851074457E0,-2.199114859E-2,-8.869763613E-1
1.802059119E1,1.847561955E0,1.679879427E-2,-8.868235946E-1
1.802268643E1,1.840231538E0,5.436700583E-2,-8.852964640E-1
1.802479399E1,1.831832170E0,8.964447677E-2,-8.765916228E-1
1.802689273E1,1.823432803E0,1.247692257E-1,-8.616254330E-1
1.802898560E1,1.812742591E0,1.611157060E-1,-8.431467414E-1
1.803108871E1,1.800830722E0,1.937969923E-1,-8.196284175E-1
1.803319602E1,1.790140629E0,2.275473028E-1,-7.936666608E-1
1.803529909E1,1.779450417E0,2.577851415E-1,-7.641924024E-1
1.803739846E1,1.771203756E0,2.880229652E-1,-7.322747111E-1
1.803949742E1,1.760513663E0,3.170390725E-1,-7.002043128E-1
1.804159799E1,1.751045227E0,3.436116874E-1,-6.670648456E-1
1.804369952E1,1.739286065E0,3.726277947E-1,-6.337726712E-1
1.804579972E1,1.727374196E0,4.016439021E-1,-6.006332636E-1
1.804790003E1,1.715462327E0,4.294382632E-1,-5.673410892E-1
1.805000000E1,1.704924941E0,4.584543705E-1,-5.329799056E-1
1.805210033E1,1.693013072E0,4.850270152E-1,-5.021312237E-1
1.805419733E1,1.681101203E0,5.103778839E-1,-4.702135324E-1
1.805628485E1,1.666745782E0,5.322163701E-1,-4.405865669E-1
1.805839372E1,1.650099754E0,5.551238060E-1,-4.147774875E-1
1.806050415E1,1.634522676E0,5.792529583E-1,-3.851505518E-1
1.806260708E1,1.615280390E0,6.035348773E-1,-3.616322279E-1
1.806470939E1,1.596038222E0,6.239988208E-1,-3.358231783E-1
1.806681406E1,1.574352503E0,6.446155310E-1,-3.123048544E-1
1.806890507E1,1.550223231E0,6.579018831E-1,-2.900082767E-1
1.807100514E1,1.527315855E0,6.736316681E-1,-2.664899528E-1
1.807310349E1,1.499521494E0,6.844745278E-1,-2.454151064E-1
1.807520713E1,1.474170566E0,6.928738952E-1,-2.280054539E-1
1.807730850E1,1.448819637E0,7.026477456E-1,-2.131919712E-1
1.807940777E1,1.424690485E0,7.134906054E-1,-1.970040351E-1
1.808150824E1,1.402852058E0,7.195992470E-1,-1.881465018E-1
1.808360933E1,1.383457065E0,7.328855991E-1,-1.794416606E-1
1.808570741E1,1.367727280E0,7.438811660E-1,-1.744020283E-1
1.808780590E1,1.356884480E0,7.583891749E-1,-1.705841124E-1
1.808989979E1,1.348332286E0,7.741189599E-1,-1.679879427E-1
1.809201145E1,1.347110629E0,7.959573865E-1,-1.702786833E-1
1.809411308E1,1.347110629E0,8.190175891E-1,-1.715004146E-1
1.809621422E1,1.350775719E0,8.445212245E-1,-1.762346178E-1
1.809830859E1,1.351997495E0,8.736900091E-1,-1.821905524E-1
1.810039763E1,1.357953429E0,9.040805697E-1,-1.895209402E-1
1.810251385E1,1.364062071E0,9.356928468E-1,-2.003637999E-1
1.810461392E1,1.367574573E0,9.695958495E-1,-2.101376504E-1
1.810671818E1,1.371239781E0,1.002429843E0,-2.209804952E-1
1.810881464E1,1.373530507E0,1.034042120E0,-2.342668176E-1
1.811091463E1,1.372156024E0,1.069319606E0,-2.487748712E-1
1.811301671E1,1.372156024E0,1.099710107E0,-2.646573782E-1
1.811511653E1,1.368338108E0,1.126435518E0,-2.803871334E-1
1.811721743E1,1.366963744E0,1.151939154E0,-2.985603809E-1
1.811931760E1,1.362076759E0,1.172708511E0,-3.167336285E-1
1.812141873E1,1.358258843E0,1.189660072E0,-3.336851299E-1
1.812351917E1,1.353219271E0,1.201877356E0,-3.495676219E-1
1.812561976E1,1.347110629E0,1.206917048E0,-3.665191531E-1
1.812772083E1,1.339627504E0,1.216538191E0,-3.775147200E-1
1.812982069E1,1.334740520E0,1.222799540E0,-3.883575797E-1
1.813191823E1,1.331075311E0,1.226464748E0,-3.944662213E-1
1.813401111E1,1.322523236E0,1.229977131E0,-3.955352604E-1
1.813611963E1,1.313971162E0,1.238529325E0,-3.943135142E-1
1.813821292E1,1.306793451E0,1.240972757E0,-3.856086731E-1
1.814032577E1,1.298394084E0,1.248150468E0,-3.707951903E-1
1.814242392E1,1.291216373E0,1.255480766E0,-3.549126983E-1
1.814452774E1,1.282969713E0,1.266170979E0,-3.315471113E-1
1.814662308E1,1.273501277E0,1.272279620E0,-3.045163155E-1
1.814872436E1,1.264032960E0,1.282969713E0,-2.738203406E-1
1.815082661E1,1.253342748E0,1.293812633E0,-2.431243658E-1
1.815292456E1,1.243874311E0,1.305877209E0,-2.063197345E-1
1.815501718E1,1.236849427E0,1.316720009E0,-1.708895564E-1
1.815712760E1,1.227533698E0,1.327410221E0,-1.340849251E-1
1.815922800E1,1.216843605E0,1.339474797E0,-9.605856240E-2
1.816133195E1,1.208749652E0,1.352608323E0,-5.681046844E-2
1.816342635E1,1.195616007E0,1.363451242E0,-2.000583708E-2
1.816551710E1,1.183856845E0,1.374294043E0,1.679879427E-2
1.816762033E1,1.168279767E0,1.387427688E0,4.886921868E-2
1.816973047E1,1.153924465E0,1.394605398E0,7.834346592E-2
1.817183363E1,1.137125611E0,1.404226542E0,1.053742543E-1
1.817393400E1,1.119105101E0,1.415069342E0,1.299615800E-1
1.817602816E1,1.101084590E0,1.423621416E0,1.473712474E-1
1.817811521E1,1.081842303E0,1.435685992E0,1.646281779E-1
1.818023336E1,1.063669086E0,1.447750688E0,1.783726513E-1
1.818233372E1,1.045495868E0,1.458593488E0,1.858557463E-1
1.818443910E1,1.027322650E0,1.476919413E0,1.910481006E-1
1.818653477E1,1.011592865E0,1.501201391E0,1.924225539E-1
1.818863548E1,9.944885969E-1,1.525483251E0,1.890627891E-1
1.819073507E1,9.812023044E-1,1.552208543E0,1.843285859E-1
1.819283308E1,9.688322544E-1,1.577712178E0,1.724167168E-1
1.819493802E1,9.566149712E-1,1.603215814E0,1.591303945E-1
1.819703746E1,9.468411207E-1,1.627650499E0,1.446223408E-1
1.819913895E1,9.393580556E-1,1.653154016E0,1.301143020E-1
1.820123868E1,9.320276380E-1,1.677435994E0,1.143845171E-1
1.820333929E1,9.271407127E-1,1.702939630E0,1.010981947E-1
1.820543798E1,9.257662892E-1,1.729664922E0,8.781187981E-2
1.820753855E1,9.233227968E-1,1.754099607E0,7.819075137E-2
1.820964070E1,9.219483733E-1,1.769829273E0,6.979135424E-2
1.821174742E1,9.195048809E-1,1.785711884E0,6.246097013E-2
1.821384248E1,9.195048809E-1,1.795332909E0,5.635231733E-2
1.821594308E1,9.158397317E-1,1.798998117E0,5.283984542E-2
1.821804252E1,9.133962393E-1,1.798998117E0,5.039638281E-2
1.822014116E1,9.109528065E-1,1.796707392E0,5.039638281E-2
1.822223326E1,9.085093141E-1,1.793042183E0,5.283984542E-2
1.822434452E1,9.036223888E-1,1.785711884E0,5.894849449E-2
1.822644510E1,9.013316631E-1,1.778381467E0,6.505715102E-2
1.822854673E1,8.964447379E-1,1.771051049E0,7.483099401E-2
1.823063405E1,8.929322958E-1,1.766164184E0,8.582656831E-2
1.823273815E1,8.857545853E-1,1.756390333E0,9.804387391E-2
1.823484733E1,8.797986507E-1,1.746616483E0,1.139263660E-1
1.823695143E1,8.726209998E-1,1.736995339E0,1.275181174E-1
1.823905558E1,8.678867817E-1,1.722334504E0,1.408044398E-1
1.824114867E1,8.607091308E-1,1.702786922E0,1.554652005E-1
1.824324951E1,8.523097038E-1,1.683391929E0,1.713477075E-1
1.824534994E1,8.451320529E-1,1.666287661E0,1.860084683E-1
1.824745098E1,8.355109096E-1,1.648114443E0,2.018909603E-1
1.824955149E1,8.271115422E-1,1.634675384E0,2.167044431E-1
1.825165110E1,8.162686825E-1,1.624901533E0,2.289217561E-1
1.825374947E1,8.078693151E-1,1.617723942E0,2.411390543E-1
1.825584266E1,7.970264554E-1,1.610393524E0,2.510656118E-1
1.825795334E1,7.860308290E-1,1.612684250E0,2.597704530E-1
1.826005382E1,7.739662528E-1,1.616349459E0,2.658790946E-1
1.826215755E1,7.643451095E-1,1.624901533E0,2.684752643E-1
1.826425103E1,7.533495426E-1,1.636966109E0,2.722931802E-1
1.826634118E1,7.400632501E-1,1.654070377E0,2.712241709E-1
1.826845609E1,7.241807580E-1,1.672243595E0,2.690861523E-1
1.827055624E1,7.096726894E-1,1.695303798E0,2.655736506E-1
1.827266032E1,6.913467646E-1,1.717142224E0,2.597704530E-1
1.827475450E1,6.707300544E-1,1.743867517E0,2.539672256E-1
1.827684782E1,6.487388611E-1,1.769523859E0,2.469422817E-1
1.827895836E1,6.255260110E-1,1.793805838E0,2.362521291E-1
1.828105893E1,5.988006592E-1,1.819309473E0,2.243402600E-1
1.828316243E1,5.694791079E-1,1.844965816E0,2.099849284E-1
1.828526163E1,5.366451144E-1,1.869247675E0,1.982257664E-1
1.828735794E1,5.061018467E-1,1.891238809E0,1.850921661E-1
1.828945089E1,4.757113159E-1,1.914299011E0,1.721112877E-1
1.829156125E1,4.488332272E-1,1.931403160E0,1.601994038E-1
1.829366246E1,4.231768847E-1,1.948354721E0,1.495092660E-1
1.829576623E1,4.001167417E-1,1.963015437E0,1.398881376E-1
1.829786190E1,3.817907870E-1,1.969124079E0,1.316414624E-1
1.829995854E1,3.707951903E-1,1.971567631E0,1.255328059E-1
1.830206459E1,3.659082949E-1,1.965611696E0,1.230893433E-1
1.830416486E1,3.634648323E-1,1.954616070E0,1.206458881E-1
1.830626664E1,3.671300113E-1,1.940108061E0,1.218676195E-1
1.830836619E1,3.718642294E-1,1.920713067E0,1.229366288E-1
1.831046848E1,3.804163337E-1,1.896431208E0,1.264491081E-1
1.831256823E1,3.889684379E-1,1.868484020E0,1.311833113E-1
1.831466756E1,3.975205719E-1,1.835650086E0,1.382082552E-1
1.831676757E1,4.085161388E-1,1.796707392E0,1.464549452E-1
1.831886819E1,4.207334518E-1,1.754252315E0,1.597412676E-1
1.832096926E1,4.305072725E-1,1.712866187E0,1.728748679E-1
1.832307034E1,4.379903674E-1,1.670410991E0,1.896736622E-1
1.832517042E1,4.465425014E-1,1.629024863E0,2.078468949E-1
1.832727105E1,4.552473128E-1,1.592525721E0,2.246456891E-1
1.832937261E1,4.613559842E-1,1.559691668E0,2.415972054E-1
1.833146921E1,4.663956165E-1,1.529301167E0,2.585487068E-1
1.833356185E1,4.663956165E-1,1.506240964E0,2.718350291E-1
1.833567082E1,4.665483236E-1,1.494023681E0,2.840523422E-1
1.833777182E1,4.641048610E-1,1.483180761E0,2.938261926E-1
1.833987521E1,4.581489265E-1,1.477072120E0,3.023782969E-1
1.834197221E1,4.485278130E-1,1.480584621E0,3.086396754E-1
1.834406560E1,4.375322461E-1,1.491580248E0,3.136793077E-1
1.834617765E1,4.218024611E-1,1.503644824E0,3.150537610E-1
1.834827656E1,4.048509300E-1,1.520748973E0,3.164281845E-1
1.835037936E1,3.817907870E-1,1.543809175E0,3.167336285E-1
1.835247811E1,3.550654352E-1,1.572978020E0,3.135266006E-1
1.835457822E1,3.281873465E-1,1.600925088E0,3.101668358E-1
1.835667876E1,2.965750694E-1,1.625206947E0,3.032945991E-1
1.835877834E1,2.612976134E-1,1.651932359E0,2.938261926E-1
1.836087939E1,2.247984111E-1,1.677588701E0,2.832887471E-1
1.836298064E1,1.881465018E-1,1.699427128E0,2.703078687E-1
1.836507779E1,1.479821056E-1,1.715309620E0,2.536617815E-1
1.836717098E1,1.078177169E-1,1.727526903E0,2.380847335E-1
1.836928118E1,6.505715102E-2,1.737453461E0,2.177734673E-1
1.837138203E1,2.474004216E-2,1.739896894E0,1.985312104E-1
1.837348510E1,-1.802052557E-2,1.736384511E0,1.745547503E-1
1.837558272E1,-5.955936015E-2,1.731650233E0,1.516472995E-1
1.837768070E1,-9.498954564E-2,1.723403573E0,1.262963861E-1
1.837978523E1,-1.328631938E-1,1.715004206E0,9.972374886E-2
1.838188461E1,-1.646281779E-1,1.702939630E0,7.422012836E-2
1.838398641E1,-1.953241676E-1,1.688584208E0,4.886921868E-2
1.838608208E1,-2.234239578E-1,1.676519632E0,2.580905706E-2
1.838817321E1,-2.467895597E-1,1.666898489E0,1.527163084E-3
1.839028724E1,-2.700024247E-1,1.654986620E0,-2.153299935E-2
1.839238735E1,-2.921462953E-1,1.646587253E0,-4.092797264E-2
1.839449142E1,-3.116939962E-1,1.638187885E0,-6.032294407E-2
1.839658920E1,-3.287982047E-1,1.633300900E0,-7.360926270E-2
1.839868891E1,-3.483459055E-1,1.629788518E0,-8.811730891E-2
1.840078981E1,-3.642283976E-1,1.621389031E0,-9.773843735E-2
1.840288980E1,-3.801108897E-1,1.616502166E0,-1.038470939E-1
1.840498884E1,-3.972151279E-1,1.614058733E0,-1.073595658E-1
1.840708938E1,-4.117231667E-1,1.609324455E0,-1.072068512E-1
1.840918771E1,-4.276056588E-1,1.603215814E0,-1.033889428E-1
1.841128274E1,-4.408919811E-1,1.603215814E0,-9.957103431E-2
1.841339411E1,-4.541783035E-1,1.603215814E0,-8.979719132E-2
1.841549344E1,-4.674646258E-1,1.603215814E0,-8.109235764E-2
1.841759645E1,-4.831944108E-1,1.597107172E0,-6.872233748E-2
1.841969493E1,-4.964807332E-1,1.590998530E0,-5.390885845E-2
1.842179498E1,-5.109887719E-1,1.580002904E0,-4.169155285E-2
1.842389562E1,-5.290092826E-1,1.563051462E0,-2.687807009E-2
1.842599556E1,-5.484042764E-1,1.542281985E0,-1.099557430E-2
1.842809664E1,-5.653557777E-1,1.520443559E0,6.261368748E-3
1.843019571E1,-5.821545720E-1,1.498605132E0,2.703078650E-2
1.843228749E1,-5.965099335E-1,1.475392342E0,5.268712714E-2
1.843439866E1,-6.108652353E-1,1.455844641E0,7.971791178E-2
1.843649829E1,-6.252205968E-1,1.434006214E0,1.090394482E-1
1.843860222E1,-6.348416805E-1,1.412014961E0,1.383609772E-1
1.844069987E1,-6.443101168E-1,1.387733102E0,1.664607823E-1
1.844279821E1,-6.513350606E-1,1.358411551E0,1.957823038E-1
1.844489065E1,-6.597344875E-1,1.319468975E0,2.237294018E-1
1.844700227E1,-6.643159389E-1,1.277013779E0,2.480112910E-1
1.844910167E1,-6.727153659E-1,1.233184218E0,2.700024247E-1
1.845120487E1,-6.811147332E-1,1.188285589E0,2.906191349E-1
1.845330113E1,-6.895141602E-1,1.150564671E0,3.089450896E-1
1.845539760E1,-6.966918111E-1,1.116508961E0,3.222314119E-1
1.845750415E1,-7.026477456E-1,1.084896684E0,3.356704414E-1
1.845960440E1,-7.111998796E-1,1.059393048E0,3.428481221E-1
1.846170663E1,-7.171558142E-1,1.036332846E0,3.477350473E-1
1.846380418E1,-7.220427394E-1,1.018159628E0,3.501785100E-1
1.846589662E1,-7.281513810E-1,1.008538485E0,3.489567637E-1
1.846800551E1,-7.342600226E-1,1.001208186E0,3.477350473E-1
1.847010702E1,-7.391469479E-1,1.001208186E0,3.428481221E-1
1.847220998E1,-7.428121567E-1,1.007316828E0,3.344487250E-1
1.847430852E1,-7.454082966E-1,1.019534111E0,3.234531581E-1
1.847640902E1,-7.502952218E-1,1.035263896E0,3.126102984E-1
1.847851016E1,-7.551821470E-1,1.054811597E0,2.993239760E-1
1.848060848E1,-7.614435554E-1,1.075428247E0,2.835941911E-1
1.848270078E1,-7.677049041E-1,1.097419381E0,2.666426897E-1
1.848481149E1,-7.774787545E-1,1.115745425E0,2.496911734E-1
1.848690746E1,-7.874053121E-1,1.140027285E0,2.302961946E-1
1.848899584E1,-7.996225953E-1,1.160796642E0,2.096794993E-1
1.849111250E1,-8.107708693E-1,1.177900910E0,1.890627891E-1
1.849321324E1,-8.254316449E-1,1.193630695E0,1.708895564E-1
1.849531833E1,-8.390234113E-1,1.205847979E0,1.504255682E-1
1.849741280E1,-8.513934612E-1,1.216843605E0,1.310305893E-1
1.849950544E1,-8.636107445E-1,1.221883178E0,1.127046347E-1
1.850161543E1,-8.772025108E-1,1.221883178E0,9.453139454E-2
1.850371548E1,-8.857545853E-1,1.217149019E0,7.987063378E-2
1.850581861E1,-8.969029188E-1,1.203862667E0,6.536258012E-2
1.850791680E1,-9.054549932E-1,1.183246017E0,5.681046844E-2
1.851001785E1,-9.164505601E-1,1.159116745E0,5.070181563E-2
1.851211870E1,-9.274461865E-1,1.126282811E0,5.054909736E-2
1.851421962E1,-9.347765446E-1,1.092379808E0,5.543602258E-2
1.851631883E1,-9.407324791E-1,1.057102323E0,6.505715102E-2
1.851841928E1,-9.466884136E-1,1.019381404E0,7.971791178E-2
1.852051723E1,-9.514226317E-1,9.805914164E-1,9.789115191E-2
1.852261005E1,-9.561568499E-1,9.392052889E-1,1.185078546E-1
1.852471938E1,-9.608910084E-1,8.943067193E-1,1.415680200E-1
1.852681712E1,-9.668469429E-1,8.492553830E-1,1.658499092E-1
1.852890989E1,-9.702067375E-1,7.958046794E-1,1.937969923E-1
1.853101170E1,-9.712757468E-1,7.350236177E-1,2.205223590E-1
1.853311358E1,-9.674578309E-1,6.803511381E-1,2.507601976E-1
1.853522756E1,-9.563095570E-1,6.243042946E-1,2.834414840E-1
1.853732651E1,-9.414960742E-1,5.671883821E-1,3.184134960E-1
1.853942757E1,-9.242390990E-1,5.160284042E-1,3.523165286E-1
1.854152172E1,-9.033169746E-1,4.734205604E-1,3.886630237E-1
1.854361106E1,-8.787296414E-1,4.332561791E-1,4.211915731E-1
1.854572695E1,-8.541423082E-1,4.027129114E-1,4.526511431E-1
1.854782838E1,-8.307767510E-1,3.782783151E-1,4.816672504E-1
1.854993113E1,-8.051204085E-1,3.623957932E-1,5.033529401E-1
1.855202569E1,-7.770205736E-1,3.526219726E-1,5.225952268E-1
1.855411660E1,-7.501425147E-1,3.465133011E-1,5.358815193E-1
1.855621892E1,-7.258606553E-1,3.416263759E-1,5.441282392E-1
1.855832956E1,-7.026477456E-1,3.379611969E-1,5.451972485E-1
1.856043239E1,-6.856962442E-1,3.330742717E-1,5.426010489E-1
1.856253344E1,-6.748533845E-1,3.234531581E-1,5.326744914E-1
1.856463319E1,-6.713408828E-1,3.173444867E-1,5.178610086E-1
1.856673558E1,-6.702718735E-1,3.052799106E-1,4.958698750E-1
1.856883286E1,-6.730207801E-1,2.884811163E-1,4.700607955E-1
1.857093258E1,-6.805039048E-1,2.690861523E-1,4.382958114E-1
1.857303246E1,-6.893614531E-1,2.498438805E-1,4.040873647E-1
1.857513184E1,-7.029531598E-1,2.342668176E-1,3.688098788E-1
1.857722676E1,-7.166976333E-1,2.199114859E-1,3.321579695E-1
1.857933562E1,-7.339546084E-1,2.115120888E-1,2.993239760E-1
1.858143948E1,-7.536550164E-1,2.092213482E-1,2.664899528E-1
1.858354998E1,-7.770205736E-1,2.093740702E-1,2.360994220E-1
1.858563662E1,-8.016079068E-1,2.107485086E-1,2.093740702E-1
1.858773742E1,-8.297077417E-1,2.131919712E-1,1.864666194E-1
1.858983506E1,-8.591819406E-1,2.145664245E-1,1.635591686E-1
1.859193829E1,-8.920159936E-1,2.147191316E-1,1.455386430E-1
1.859403885E1,-9.250026941E-1,2.122756690E-1,1.299615800E-1
1.859613776E1,-9.592111707E-1,2.063197345E-1,1.142318025E-1
1.859823538E1,-9.944885969E-1,1.942551434E-1,1.023199260E-1
1.860032056E1,-1.029918790E0,1.798998117E-1,9.162978828E-2
1.860242496E1,-1.065196276E0,1.666134894E-1,8.216137439E-2
1.860454164E1,-1.096961260E0,1.533271819E-1,7.254024595E-2
1.860664581E1,-1.128573537E0,1.424843222E-1,6.551529467E-2
1.860874403E1,-1.157742381E0,1.339322031E-1,6.200282276E-2
1.861083328E1,-1.187063932E0,1.255328059E-1,5.864306539E-2
1.861294400E1,-1.212567568E0,1.182024255E-1,5.635231733E-2
1.861504522E1,-1.235627651E0,1.146899462E-1,5.406157300E-2
1.861714729E1,-1.253953576E0,1.220203340E-1,5.299255997E-2
1.861924300E1,-1.270905137E0,1.304197311E-1,5.574145541E-2
1.862133735E1,-1.286634922E0,1.414152980E-1,6.078109145E-2
1.862344646E1,-1.299921274E0,1.534798890E-1,6.948592514E-2
1.862554667E1,-1.311985850E0,1.728748679E-1,7.819075137E-2
1.862764932E1,-1.324050426E0,1.861611903E-1,9.178250283E-2
1.862974841E1,-1.336115003E0,1.922698319E-1,1.078177169E-1
1.863184964E1,-1.348026872E0,1.921171248E-1,1.250746548E-1
1.863394973E1,-1.361313224E0,1.798998117E-1,1.434006095E-1
1.863605004E1,-1.373377800E0,1.531744599E-1,1.605048478E-1
1.863815021E1,-1.387885809E0,1.143845171E-1,1.776090711E-1
1.864025049E1,-1.401019454E0,6.215553731E-2,1.971567571E-1
1.864234839E1,-1.415527463E0,3.817907767E-3,2.141082734E-1
1.864444158E1,-1.432479024E0,-6.291911751E-2,2.298380435E-1
1.864655245E1,-1.450652242E0,-1.369865239E-1,2.467895597E-1
1.864865426E1,-1.472490668E0,-2.110539377E-1,2.612976134E-1
1.865075572E1,-1.499216080E0,-2.851213515E-1,2.735149264E-1
1.865285281E1,-1.529453874E0,-3.555235863E-1,2.832887471E-1
1.865495021E1,-1.562287807E0,-4.173736870E-1,2.893974185E-1
1.865705325E1,-1.598787069E0,-4.767803252E-1,2.944370508E-1
1.865915402E1,-1.634064555E0,-5.253441334E-1,2.919935882E-1
1.866125662E1,-1.667051196E0,-5.627595782E-1,2.848159075E-1
1.866335702E1,-1.702328682E0,-5.966626406E-1,2.727513313E-1
1.866545870E1,-1.731650233E0,-6.281222105E-1,2.545780838E-1
1.866755776E1,-1.755015850E0,-6.583600044E-1,2.290744632E-1
1.866965799E1,-1.769982100E0,-6.849326491E-1,1.985312104E-1
1.867175824E1,-1.776243448E0,-7.066183686E-1,1.631010175E-1
1.867385912E1,-1.777923346E0,-7.221954465E-1,1.214094684E-1
1.867596047E1,-1.770898342E0,-7.330383062E-1,7.498370856E-2
1.867806078E1,-1.761582613E0,-7.388415337E-1,2.596177347E-2
1.868016092E1,-1.751197934E0,-7.411322594E-1,-2.916881628E-2
1.868226204E1,-1.743103981E0,-7.409795523E-1,-8.429940045E-2
1.868436160E1,-1.731497526E0,-7.371616364E-1,-1.429424733E-1
1.868646012E1,-1.724625349E0,-7.307475209E-1,-2.029599845E-1
1.868855350E1,-1.720349193E0,-7.220427394E-1,-2.640464902E-1
1.869066079E1,-1.717142224E0,-7.133378983E-1,-3.226895630E-1
1.869275382E1,-1.721265554E0,-7.082982659E-1,-3.824016452E-1
1.869486668E1,-1.732566595E0,-6.983717084E-1,-4.361577928E-1
1.869696517E1,-1.744020224E0,-6.884451509E-1,-4.860960245E-1
1.869906915E1,-1.760208249E0,-6.760751009E-1,-5.311473012E-1
1.870116654E1,-1.779908657E0,-6.650795341E-1,-5.699372888E-1
1.870326714E1,-1.802052498E0,-6.588181853E-1,-6.027712822E-1
1.870536676E1,-1.825418115E0,-6.514877677E-1,-6.305656433E-1
1.870746535E1,-1.852296114E0,-6.501133442E-1,-6.499606371E-1
1.870955953E1,-1.879174232E0,-6.572909951E-1,-6.606507897E-1
1.871166893E1,-1.904677868E0,-6.646214128E-1,-6.666067243E-1
1.871376950E1,-1.928959727E0,-6.840163469E-1,-6.664539576E-1
1.871587300E1,-1.950798154E0,-7.118107080E-1,-6.591235995E-1
1.871797038E1,-1.967749715E0,-7.483099103E-1,-6.505714655E-1
1.872006882E1,-1.981188655E0,-7.944302559E-1,-6.371324658E-1
1.872216099E1,-1.989588141E0,-8.491026759E-1,-6.238461137E-1
1.872427159E1,-1.988213658E0,-9.121745229E-1,-6.070473194E-1
1.872637076E1,-1.978439808E0,-9.815077186E-1,-5.853615999E-1
1.872847184E1,-1.963626385E0,-1.058018565E0,-5.626068711E-1
1.873056008E1,-1.945300341E0,-1.134529471E0,-5.386304259E-1
1.873265762E1,-1.920865774E0,-1.211193085E0,-5.160284042E-1
1.873476514E1,-1.893987656E0,-1.280373573E0,-4.957171381E-1
1.873687808E1,-1.869553089E0,-1.342376351E0,-4.802927971E-1
1.873897972E1,-1.845271230E0,-1.392161846E0,-4.697553813E-1
1.874107890E1,-1.817324162E0,-1.434617043E0,-4.641048610E-1
1.874317675E1,-1.789376974E0,-1.466229320E0,-4.619668424E-1
1.874527757E1,-1.761429906E0,-1.491732955E0,-4.647157490E-1
1.874737845E1,-1.731039405E0,-1.511127949E0,-4.737260044E-1
1.874947929E1,-1.702023268E0,-1.529301167E0,-4.850270152E-1
1.875157878E1,-1.674228907E0,-1.542740226E0,-5.024366379E-1
1.875367956E1,-1.647656322E0,-1.551139593E0,-5.210680366E-1
1.875578118E1,-1.623527050E0,-1.559538960E0,-5.468770862E-1
1.875788095E1,-1.600772381E0,-1.564273119E0,-5.777258277E-1
1.875998102E1,-1.581530094E0,-1.566563964E0,-6.133087277E-1
1.876208117E1,-1.557553649E0,-1.562898755E0,-6.490443349E-1
1.876417972E1,-1.538464069E0,-1.563967705E0,-6.882924438E-1
1.876627376E1,-1.518152833E0,-1.563814998E0,-7.263187766E-1
1.876838322E1,-1.498910546E0,-1.564884067E0,-7.631233931E-1
1.877048362E1,-1.484707952E0,-1.567174792E0,-7.987062931E-1
1.877258668E1,-1.470352650E0,-1.571908951E0,-8.294022679E-1
1.877468219E1,-1.460884213E0,-1.579239368E0,-8.576548100E-1
1.877677102E1,-1.453859329E0,-1.587638736E0,-8.846855760E-1
1.877888614E1,-1.450346828E0,-1.597259879E0,-9.066767693E-1
1.878098640E1,-1.450499535E0,-1.604437590E0,-9.225592613E-1
1.878309111E1,-1.452942967E0,-1.612836957E0,-9.349292517E-1
1.878518381E1,-1.455539107E0,-1.620167375E0,-9.447031021E-1
1.878727911E1,-1.459204316E0,-1.632231951E0,-9.544769526E-1
1.878938751E1,-1.459357023E0,-1.657582879E0,-9.654725194E-1
1.879148949E1,-1.458288074E0,-1.687973380E0,-9.753990769E-1
1.879359219E1,-1.454775572E0,-1.725541592E0,-9.879218340E-1
1.879569031E1,-1.450041413E0,-1.759444594E0,-1.001513600E0
1.879779098E1,-1.444085479E0,-1.793347597E0,-1.012661815E0
1.879989233E1,-1.436907768E0,-1.818851233E0,-1.022588372E0
1.880199174E1,-1.432173610E0,-1.839468002E0,-1.031293273E0
1.880409226E1,-1.426064968E0,-1.856419444E0,-1.037554622E0
1.880619265E1,-1.417665482E0,-1.862375379E0,-1.045037746E0
1.880829204E1,-1.404379249E0,-1.863597155E0,-1.051146388E0
1.881038897E1,-1.387427688E0,-1.859931946E0,-1.059851170E0
1.881249496E1,-1.368032694E0,-1.852754235E0,-1.068556070E0
1.881459518E1,-1.343750834E0,-1.849089146E0,-1.079856992E0
1.881669779E1,-1.318399906E0,-1.844202161E0,-1.091005325E0
1.881879491E1,-1.294118047E0,-1.842980504E0,-1.103375316E0
1.882089346E1,-1.266323686E0,-1.846492887E0,-1.113454580E0
1.882299811E1,-1.238376617E0,-1.847714663E0,-1.122312188E0
1.882509761E1,-1.210429430E0,-1.852601528E0,-1.131169677E0
